Family Name,Group (Order),Age (in Mya),Youngest Age,Environment (terrestrial/aquatic),Source,Body length (m),Body mass (kg),source BM,"Diet (herbivore, omnivore,carnivore, small stuff eater)",Head presence,Head surface,Head projections,Head function,Body presence,Body projections,Body surface,Body function,Tail presence,Tail projections,Tail surface,Tail function,Notes,Habitat or water depth,Geographical Distribution
Arhynchobatis,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Longtail_skate; http://www.fishbase.se/summary/Arhynchobatis-asperrimus.html; http://www.fao.org/3/a-i3888e.pdf,0.75,,,carnivore (fishingtons and inverts),1,0,1,NA,1,1,0,NA,1,1,0,NA,"enlarged, sharp hooked denticles or thorns usually present on dorsal surface, on the midline of the tail and often on the midline of the disc, on the snout, orbits, and shoulders.",200-4000m,Worldwide
Atlantoraja,Rajiformes,Extant,0,Marine,http://www.fishbase.se/summary/Atlantoraja-platana.html; http://www.fishbase.org/identification/SpeciesList.php?genus=Atlantoraja,1.3,,,carnivore (fishingtons and inverts),1,0,1,NA,1,1,0,NA,1,1,0,NA,coded for Rajidae,20-300 m,Atlantic near southwest S. america
Bathyraja,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Bathyraja; http://www.fao.org/3/a-i3888e.pdf,0.65,,,carnivore (fishingtons and inverts),1,0,1,NA,1,1,0,NA,1,1,0,NA,"Thorns on dorsal surface, if present, usually on nuchal, scapular, and midback areas; predorsal tail thorns mostly in single midline row; inter���dorsal thorns present or absent; ventral surface usually without thorns",55-2906 m,"northern Baja California around Coronado Island and Cortes Bank, north to the Bering Sea, and west to Japan;Strait of Magellan and Falklands---i think everywhere"
Beringraja,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Beringraja,2.4,,,carnivore (fishingtons and inverts),1,0,1,NA,1,1,0,NA,1,1,0,NA," two or three thorns on the middle of the back, a row of 12-55 (usually 13-17) thorns along the midline of the tail, and an interdorsal thorn",intertidal 120m,North Pacific
Breviraja,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Breviraja;fishbase; http://www.iucnredlist.org/details/161527/0,0.4,,,carnivore (fishingtons and inverts),1,0,1,NA,1,1,0,NA,1,1,0,NA, coded for Rajidae,366-522 m,West Atlantic
Brochiraja,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Brochiraja; http://www.fishbase.org/summary/SpeciesSummary.php?genusname=Brochiraja&speciesname=spinifera,0.8,,,,1,0,0,NA,1,1,0,NA,1,1,0,NA, band of prickles on hind body and tail,170-1400 m,Pacific near New Zealand
Cruriraja,Rajiformes,Extant,0,Marine,http://www.fao.org/3/a-i3888e.pdf,NA,,,,1,0,1,NA,1,1,0,NA,1,1,0,NA,"Thorn pattern on dorsal surface (adult): 0 to 5 rostral thorns; 7 to 12 regularly spaced orbital thorns arranged in semi���circular pattern from pre���orbit to anterior margin of spiracle; post���orbital thorns 1 to 2; nuchal thorns 1 to 3; scapular thorns in close���set irregular patches, and numbering from 2 to 9; midback thorns arranged in 1 to 9 linear rows followed by tail thorns usually in 3 to 5 linear rows; predorsal thorns 39 to 47; inter���dorsal thorns 2 to 6; adult males with malar thorns ranging from 1 to 8 (at greatest distance) rows of short strongly recurved thorns and alar thorns ranging from 1 to 5 rows in 16 to 20 columns; ventral surface without thorns. V",?,West Atlantic; Indian Ocean
Dactylobatus,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Dactylobatus,0.75,,,carnivore (fishingtons),1,0,1,NA,1,1,0,NA,1,1,0,NA,"On the underside of the frontal disc the skate displays characteristic spines, coded for Rajidae",315-915 m,West Atlantic
Dentiraja,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Thornback_skate; https://australianmuseum.net.au/thornback-skate-dentiraja-lemprieri,1.2,,,,1,0,1,NA,1,1,0,NA,1,0,0,NA,spines on the sides of the head level with the eyes (malar spines) and also behind the head (nuchal spines),?,Pacific southern coast of Australia
Dipturus,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Dipturus; http://www.fao.org/3/a-i3888e.pdf,2.85,,,"carnivore (fishingtons, inverts, other skates)",1,0,1,NA,1,1,0,NA,1,1,0,NA,"Thorn pattern on dorsal surface: orbital thorns present or absent, if present 1 pre���orbital thorn to about 9 thorns on orbital margin; thorns either present or absent on remainder of disc, if present 1 to several thorns may occur on each shoulder girdle, on nuchal region and in single row from nuchal region to base of tail; usually males with 1 thorn row, females with 3 to 5 rows along midline of tail to origin of rst dorsal n. Vertebral counts: pre���dorsal caudal vertebral counts 42 to 72; trunk vertebral counts 30 to 35.",30-1000m,"Pacific, Atlantic, Indian, Mediterranean"
Fenestraja,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Fenestraja; http://www.fao.org/3/a-i3888e.pdf,NA,,,,1,0,1,NA,1,1,0,NA,1,1,0,NA,"Thorns on dorsal surface moderate to small in size and occurring over rostrum, on orbital margin, on nuchal and scapular regions but not forming triangular patch, and along midline of disc and tail in one irregular row with or without irregular lateral rows.",continental slope,western atlantic ocean btwn coasts of US and Suriname
Insentiraja,Rajiformes,Extant,0,Marine,http://www.fao.org/3/a-i3888e.pdf; https://en.wikipedia.org/wiki/Insentiraja,0.57,,,,1,0,1,NA,1,0,0,NA,1,0,0,NA,"Thorns mostly absent, except for a pair of small preorbital thorns, no other thorns on dorsal or ventral surfaces.",320-1460 m,Indian and Pacific ocean
Irolita,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Irolita,NA,,,,1,0,0,NA,1,1,0,NA,1,1,0,NA,Males have alar thorns near the pectoral fin tips and the tail is covered with irregular rows of small recurved thorns,50-209 m,Pacific around Australia
Leucoraja,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Leucoraja,NA,,,,1,0,1,NA,1,1,0,NA,1,1,0,NA,"strong spines on the dorsal surfaces of the head, shoulders, and tail.",continental shelf and slope; 90-457m,"western north and eastern Atlantic Ocean, the Mediterranean Sea, the southwestern Indian Ocean, and Australia."
Malacoraja,Rajiformes,Extant,0,Marine,http://www.fishbase.org/summary/Malacoraja-senta.html; https://en.wikipedia.org/wiki/Malacoraja,0.7,,,,1,0,1,NA,1,1,0,NA,1,1,0,NA,"Group of spines in front of and around each eye. Adults have 1 middorsal row of many small spines, 1 row of small spines on each side, middorsal row of spines extend forward on disk to area behind eyes",46-1568 m,Atlantic
Neoraja,Rajiformes,Extant,0,Marine,http://www.fao.org/3/a-i3888e.pdf; https://en.wikipedia.org/wiki/Neoraja,0.38,,,,1,0,1,NA,1,1,0,NA,1,1,0,NA,"small thorns on orbital margin, on nuchal and scapular region but not forming triangular patch, along mid row of disc and on at least basal half of tail in one to three irregular rows",?,Atlantic
Notoraja,Rajiformes,Extant,0,Marine,http://www.fishbase.org/identification/SpeciesList.php?genus=Notoraja; http://www.fao.org/3/a-i3888e.pdf,0.65,,,carnivore (inverts),1,0,1,NA,1,1,0,NA,1,1,0,NA,"Thorn pattern on dorsal surface includes pre��� and post���orbital thorns; tail with rows of irregular thorns on either side of midline, a single row of midline thorns along posterior half of tail; nuchal, scapular, and midback thorns absent; interdorsal thorns mostly absent; ventral surface smooth, without thorns.",deep ocean,Indo-Pacific
Okamejei,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Okamejei; http://www.fao.org/3/a-i3888e.pdf,0.55,,,,1,0,1,NA,1,1,0,NA,1,1,0,NA,"Several moderate���sized thorns on orbital margin, one to several thorns on nuchal region, rarely mid row thorns between nuchal region and base of tail, and in one to several regular to irregular rows on tail to origin of rst dorsal n.",down to 15 m,"central and western Indo-Pacific, and northwest Pacific"
Orbiraja,Rajiformes,Extant,0,Marine,http://www.fishbase.org/summary/65552,0.53,,,,1,0,1,NA,1,1,0,NA,1,1,0,NA,"the single median series of thorns extending along entire midline of disc; tail thorns are well developed, numerous, in 3 closely spaced median rows and irregular lateral row on each side (absent from dorsolateral region of tail); thorns in central median row fewer and smaller than in rows adjacent",110-118 m,western and central Indo-Pacific
Pavoraja,Rajiformes,Extant,0,Marine,http://www.fao.org/3/a-i3888e.pdf,0.37,,,,1,0,1,NA,1,1,0,NA,1,1,0,NA,"Thorn pattern on dorsal surface: orbital thorns prominent, range from 2 to 8; nuchal thorns 1 to 6; scapular thorns if present, small; midback thorns absent; tail thorns large, arranged in 3 longitudinal rows; ventral surface smooth, without thorns.",192-712 m,Pacific near australia
Psammobatis,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Smallthorn_sandskate; http://www.fishbase.org/identification/SpeciesList.php?genus=Psammobatis,0.49,,,,1,0,1,NA,1,1,0,NA,1,1,0,NA,coded for Rajidae,40-450 m, Atlantic and Pacific oceans off southern South America
Pseudoraja,Rajiformes (Rajidae),Extant,0,Marine,http://www.fishbase.org/summary/Pseudoraja-fischeri.html,2.5,,,,1,0,1,NA,1,1,0,NA,1,1,0,NA,Based on Nelson 2016 for Rajidae,412 m,Western central atlantic
Raja,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Raja_(genus),1.8,,,,1,0,1,NA,1,1,0,NA,1,1,0,NA,spines and tubercles is species dependent,shallow to 1600 m,
Rajella,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Rajella,NA,,,,1,1,0,NA,1,1,0,NA,1,1,0,NA,coded for Rajidae,150m,"Pacific, Atlantic, and Indian"
Rioraja,Rajiformes,Extant,0,Marine,http://www.fishbase.se/summary/Rioraja-agassizii.html,0.33,,,carnivore (inverts),1,1,0,NA,1,1,0,NA,1,1,0,NA,coded for Rajidae,,Atlantic South America
Rostroraja,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Bottlenose_skate,2.3,,,"carnivore (fishingtons, sharks, and inverts)",1,1,0,NA,1,1,0,NA,1,1,0,NA,thorns,4-400 m,"eastern Atlantic, mediterranean"
Sympterygia,Rajiformes,Extant,0,"Marine, estuarine",https://en.wikipedia.org/wiki/Sympterygia; http://www.fishbase.org/summary/54032,1.5,,,,1,1,0,NA,1,1,0,NA,1,1,0,NA,coded for Rajidae,10-188 m,South America (SW Atlantic)
Zearaja,Rajiformes,Extant,0,estuarine,https://en.wikipedia.org/wiki/Maugean_skate; http://www.fishbase.org/summary/51636,2.1,,,,1,1,0,NA,1,1,0,NA,1,1,0,NA,coded for Rajidae,,Tasmania
Rhina,Rajiformes,Extant,0,"Marine, estuarine",https://en.wikipedia.org/wiki/Bowmouth_guitarfish,2.7,135,,carnivore (fishingtons and inverts),1,1,0,NA,1,1,0,NA,1,1,0,NA,thorns,3-90 m,western infdo-pacific
Rhynchobatus,Rajiformes,Extant,0,"Marine, estuarine",https://en.wikipedia.org/wiki/Rhynchobatus; http://www.fishbase.org/summary/15380,3.1,227,,carnivore (fishingtons and inverts),1,1,0,NA,1,1,0,NA,1,1,0,NA,based on a picture from http://fishesofaustralia.net.au/home/species/2733,2-50m,Indo-Pacific and western Pacific
Rhynchorhina,Rajiformes,Extant,0,Marine,https://www.researchgate.net/profile/Bernard_Seret/publication/305340857_Rhynchorhina_mauritaniensis_a_new_genus_and_species_of_wedgefish_from_the_eastern_central_Atlantic_Elasmobranchii_Batoidea_Rhinidae/links/578cd8ec08ae254b1de863d0/Rhynchorhina-mauritaniensis-a-new-genus-and-species-of-wedgefish-from-the-eastern-central-Atlantic-Elasmobranchii-Batoidea-Rhinidae.pdf,3,,,,1,1,0,NA,1,1,0,NA,1,1,0,NA,"A row of pointed thorns along each rostral ridge, two/three additional thorns may occur on snout tip, single row of thornlets and thorns in front of orbit extending backward to level of spiracles; a median row of about 36 large, pointed thorns from nape to first dorsal fin and six between dorsal fins, median thorns flanked by two other shorter rows on the nape-shoulder area, additional short rows of thorns may be present on outer shoulders. Body covered with small dermal denticles, their crowns with a median posterior cusp, an extension from the median ridge, and short lateral cusp.",?,west africa
Rhinobatos,Rajiformes,Extant,0,"Marine, estuarine",https://en.wikipedia.org/wiki/Rhinobatos,1.8,,,carnivore (fishingtons and inverts),1,1,0,NA,1,1,0,NA,1,1,0,NA,,"open seas, shallow seas, coral reefs, and estuarine waters.",global?
Tarsistes,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Tarsistes_philippii,NA,,,,1,1,0,NA,0,0,0,NA,1,0,0,NA,row of denticles on midline of back?,?, Juan Fern��ndez Islands off Chile
Aptychotrema,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Aptychotrema; http://www.fao.org/3/contents/982edc7c-eb67-564e-adb9-d6bd80b65e0e/x2401e04.pdf,1.2,,,carnivore (fishingtons and inverts),1,1,0,NA,1,1,0,NA,1,0,0,NA,"fao for Rhinobatidae: enlarged denticles or thorns present on dorsal surface on the snout, orbits, shoulders, and midline of the trunk and tail but these not greatly enlarged",100 m,Australia coasts
Trygonorrhina,Rajiformes,Extant,0,"Marine, estuarine",https://en.wikipedia.org/wiki/Fiddler_ray; http://www.fishbase.org/summary/Trygonorrhina-melaleuca.html; http://www.fao.org/3/contents/982edc7c-eb67-564e-adb9-d6bd80b65e0e/x2401e04.pdf,0.9,,,carnivore (inverts),1,1,0,NA,1,1,0,NA,1,0,0,NA,"fao for Rhinobatidae: enlarged denticles or thorns present on dorsal surface on the snout, orbits, shoulders, and midline of the trunk and tail but these not greatly enlarged",0-180 m,eastern and southern coasts of autralia
Zapteryx,Rajiformes,Extant,0,Marine,https://en.wikipedia.org/wiki/Zapteryx; http://www.fishbase.se/summary/2550,0.83,,,,1,1,0,NA,1,1,0,NA,1,0,0,NA,"dorsal surface covered with numerous, small to large, scattered, stellate prickles; a single median row of enlarged thorns running along the mid-back; a broad, short snout; small, blunt, pebble like teeth",1-200 m,"Atlantic South America, tropical east Pacific"
Benthobatis,Torpediniformes ,Extant,0,Marine,https://en.wikipedia.org/wiki/Benthobatis,0.5,,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,electric rays,"continental shelf down to 300 m,",Atlantic South america
Diplobatis,Torpediniformes ,Extant,0,Marine,https://en.wikipedia.org/wiki/Ocellated_electric_ray,0.25,,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,electric rays,intertidal down to 94 m,Pacific South America
Discopyge,Torpediniformes ,Extant,0,Marine,https://en.wikipedia.org/wiki/Apron_ray,0.54,,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,electric rays,22-181m,"coldwater Atlantic, Pacific"
Narcine,Torpediniformes ,Extant,0,Marine,http://www.fao.org/3/a-i3888e.pdf; https://en.wikipedia.org/wiki/Narcine,0.76,,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,electric rays,reefs; 41-100 m,global
Electrolux,Torpediniformes ,Extant,0,Marine,https://en.wikipedia.org/wiki/Ornate_sleeper-ray,0.515,1.8,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,electric rays,300m,coast of S. Africa
Heteronarce,Torpediniformes ,Extant,0,Marine,http://www.fishbase.org/summary/53920,NA,,,,1,,,NA,1,,,NA,1,,,NA,electric rays,300m,western indian ocean
Narke,Torpediniformes ,Extant,0,Marine,https://en.wikipedia.org/wiki/Narke_(genus),0.4,,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,electric rays,50-100 m,western Indo-Pacific and coast of southern Africa
Temera,Torpediniformes ,Extant,0,Marine,https://en.wikipedia.org/wiki/Finless_sleeper_ray,0.15,,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,electric rays,continental shelf,SE asia (Pacific)
Typhlonarke,Torpediniformes ,Extant,0,Marine,https://en.wikipedia.org/wiki/Typhlonarke,0.38,,,carnivore (inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,electric rays,46-800m,New Zealand
Hypnos,Torpediniformes ,Extant,0,Marine,https://en.wikipedia.org/wiki/Coffin_ray,0.4,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,electric rays,inshore shallower than 80 m,Australia
Tetronarce,Torpediniformes ,Extant,0,Marine,https://en.wikipedia.org/wiki/Tetronarce,1.8,41,,carnivore (fishingtons),1,0,0,NA,1,0,0,NA,1,0,0,NA,electric rays,coastal (0-200 m),Pacific and Atlantic
Torpedo,Torpediniformes ,Extant,0,Marine,https://en.wikipedia.org/wiki/Torpedo_(genus),1.3,13,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,electric rays,10-370m,worldwide
Callorhinchus,Chimaeriformes (Callorhinchidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Callorhinchidae,1.5,,,carnivore (inverts and fishingtons),1,0,0,NA,1,1,0,NA,1,0,0,NA,one dorsal fin spine,0-374 m,South America; Namibia and S. Africa; Australia and New Zealand
Chimaera,Chimaeriformes (Chimaera),Extant,0,Marine,https://en.wikipedia.org/wiki/Chimaera_(genus),1.5,2.5,,carnivore (inverts and fishingtons),1,0,0,NA,1,1,0,NA,1,0,0,NA,one dorsal fin spine,40-1663 m,"Indo Pacific, Atlantic, Mediterr"
Hydrolagus,Chimaeriformes (Chimaera),Extant,0,Marine,https://en.wikipedia.org/wiki/Hydrolagus,1.47,,,carnivore (inverts and fishingtons),1,0,0,NA,1,1,0,NA,1,0,0,NA,one dorsal fin spine,30-2410 m,"Atlantic, Indian, Pacific"
Harriotta,Chimaeriformes (Rhinochimaeridae),Extant,0,Marine,https://en.wikipedia.org/wiki/Harriotta,1.5,,,,1,0,0,NA,1,1,0,NA,1,0,0,NA,one dorsal fin spine,380-2600m,Atlantic and Pacific
Neoharriotta,Chimaeriformes (Rhinochimaeridae),Extant,0,Marine,https://en.wikipedia.org/wiki/Neoharriotta,NA,,,,1,0,0,NA,1,1,0,NA,1,0,0,NA,one dorsal fin spine,?,Indian and Atlantic
Rhinochimaera,Chimaeriformes (Rhinochimaeridae),Extant,0,Marine,https://en.wikipedia.org/wiki/Rhinochimaera; http://www.iucnredlist.org/details/60145/0,1.3,,,carnivore (inverts and fishingtons),1,0,0,NA,1,1,0,NA,1,0,0,NA,one dorsal fin spine,500-1500 m,Atlantic Pacific
