Family Name,Group (Order),Age (in Mya),Youngest Age,Environment (terrestrial/aquatic),Source,Body length (m),Body mass (kg),source BM,"Diet (herbivore, omnivore,carnivore, small stuff eater)",Head presence,Head surface,Head projections,Head function,Body presence,Body projections,Body surface,Body function,Tail presence,Tail projections,Tail surface,Tail function,Notes,Habitat or water depth,Geographical Distribution
Rivulidae,Cyprinodontiformes,Extant,0,"Freshwater, brackish",fishbase (Costa WJEM 2003),0.049,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,South America
Salangidae,Osmeriformes,Extant,0,"Freshwater, brackish, Marine)",fishbase (Nelson 1994),0.115,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Southeast Asia
Salmonidae,Salmoniformes,Extant (Upper Cretaceous),0,"Freshwater, brackish, Marine)","fishbase (Nelson 1994, Resetnikov 1988)",0.278,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,Northern Hemisphere
Samaridae,Pleuronectiformes,Extant,0,Marine,fishbase (Nelson 1994),0.104,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Indo-Pacific
Scaridae,Perciformes,Extant (Eocene),0,Marine,"fishbase (Nelson 1994, Berg 1958)",0.167,NA,,herbivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"tropical Atlantic, Indian, and Pacific Oceans"
Scatophagidae,Perciformes,Extant (lower Eocene),0,"Freshwater, brackish, marine)","fishbase (Nelson 1994, Berg 1958), wiki",0.101,NA,,herbivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s., these ones scavenge on algae and feces",,Indo-Pacific
Schilbeidae,Siluriformes,Extant (Tertiary),0,Freshwater,"fishbase (Nelson 1994, Berg 1958)",0.164,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,dorsal f.s.,,Africa and southern Asia
Sciaenidae,Perciformes,Extant (Miocene),0,"Freshwater, Brackish, Marine","fishbase (Nelson 1994, Berg 1958)",0.146,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian and Pacific oceans"
Scomberesocidae,Beloniformes,Extant (Miocene),0,Marine,"fishbase (Nelson 1994, Berg 1958)",0.082,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",epipelagic,tropical and temperate waters
Scombridae,Perciformes,Extant (lower Eocene),0,"Brackish, Marine","fishbase (Nelson 1994, Berg 1958)",0.298,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,tropical and subtropical seas
Scombrolabracidae,Perciformes,Extant,0,Marine,fishbase (Nelson 1984),0.133,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",Deep-water,"Atlantic, Indian, and Pacific Oceans"
Scopelarchidae,Aulopiformes,Extant,0,Marine,fishbase (Nelson 1994_,0.107,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Antarctic, Atlantic, Indian, and Pacific"
Scophthalmidae,Pleuronectiformes,Extant (Miocene),0,"Brackish, Marine","fishbase (Nelson 1994, Berg 1958)",0.041,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"North Atlantic, Baltic, Mediterranean, Black seas"
Scorpaenidae,Scorpaeniformes,Extant (Paleocene),0,"Freshwater, Brackish, Marine","fishbase (Nelson 1994, Berg 1958)",0.205,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,all tropical and temperate seas
Serranidae,Perciformes,Extant (Eocene),0,"Freshwater, Brackish, Marine",fishbase (Nelson 1994. Berg 1958),0.183,NA,,carnivores,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Tropical and temperate oceans
Serrivomeridae,Anguilliformes,Extant,0,Marine,fishbase (Nelson 1994); fao ftp://ftp.fao.org/docrep/fao/009/y4161e/y4161e10.pdf,0.512,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Atlantic, Indian and Pacific Oceans"
Siganidae,Perciformes,Extant (middle Eocene),0,"Brackish, Marine","fishbase (Nelson 1984, Berg 1958), wiki",0.103,NA,,herbivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.; fishbase says spines are poisonous",,Indo-Pacific and eastern Mediterranean
Sillaginidae,Perciformes,Extant,0,"Brackish, Marine",fishbase (McKay RJ 1992),0.121,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Indo-west Pacific
Siluridae,Siluriformes,Extant (Upper Miocene),0,Freshwater,"fishbase (Nelson 1994, Berg 1958)",0.255,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,pectoral f.s.,,Europe and Asia
Sisoridae,Siluriformes,Extant (Pliocene),0,Freshwater,"fishbase (Nelson 1994, Berg 1958), wiki",0.212,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., pectoral f.s.",,"southern Asia, from Turkey and Syria to South China and Borneo, primarely in Oriental region"
Soleidae,Pleuronectiformes,Extant (lower Eocene),0,"freshwater, brackish, marine","fishbase (Nelson 1994, Berg 1958)",0.08,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,Primarily Europe to Australia and Japan
Sparidae,Perciformes,Extant (lower Eocene),0,"freshwater, brackish, marine","fishbase (Nelson 1994, Berg 1958)",0.084,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"tropical and temperate Atlantic, Indian and Pacific Oceans"
Sphyraenidae,Perciformes,Extant (lower Eocene),0,Marine,"fishbase (Nelson 1994, Berg 1958)",0.213,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.; been known to attack humans",,"Tropical and subtropical Atlantic, Indian, and Pacific Oceans"
Sternoptychidae,Stomiiformes,Extant,0,Marine,fishbase (Nelson 1994),0.061,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Atlantic, Indian, and Pacific Oceans"
Sternopygidae,Gymnotiformes,Extant,0,Freshwater,fishbase (Albert JS 2003),0.387,NA,,omnivore?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,continental waters of all South American countries except Chile
Stichaeidae,Perciformes,Extant,0,Marine,fishbase (Nelson 1994),0.091,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.; can breath oxygen",,mainly North Pacific; few in North Atlantic
Stomiidae,Stomiiformes,Extant (late Cretacous),0,Marine,"fishbase (Nelson 1994), wiki (https://en.wikipedia.org/wiki/Stomiiformes)",0.177,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,largest predator of the deep sea,,"Atlantic, Indian, and Pacific Oceans"
Stromateidae,Perciformes,Extant (Eocene),0,Marine,"fishbase (Nelson 1994), wiki",0.109,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",Coastal,"North and south America, western Africa, and Indo-Pacific"
Synaphobranchidae,Anguilliformes,Extant,0,Marine,fishbase (Nelson 1994); ftp://ftp.fao.org/docrep/fao/009/y4161e/y4161e09.pdf,0.509,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Atlantic, Indian and Pacific"
Synbranchidae,Synbranchiformes,Extant,0,"Freshwater, brackish",fishbase (Nelson 1994),0.347,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,adapted for air breathing,,"Asia, Indo-Australian Archipelago, West Africa (Liberia), Mexico, Central and South America"
Syngnathidae,Syngnathiformes,Extant (lower Eocene),0,"Freshwater, brackish, marine","fishbase (Nelson 1994, Berg 1958)",0.172,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,dorsal f.s. (Price et al) Sea horses!; Nelson et al (2016) no report of dorsal fin spine,,"Atlantic, Indian, and Pacific"
Synodontidae,Aulopiformes,Extant (Miocene),0,"Brackish, Marine",fishbase (Nelson 1994; Berg 1958),0.18,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,"Atlantic, Indian, and Pacific Oceans"
Terapontidae,Perciformes,Extant,0,"Freshwater, brackish, marine",fishbase (Nelson 1994),0.089,NA,,carnivore,1,0,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); operculum w spines (Nelson and fishbase); pectoral f.s. (Nelson)",,Indo-West Pacific
Tetragonuridae,Perciformes,Extant,0,Marine,fishbase (Nelson 1994),0.222,NA,,carnivore,1,0,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,tropical and subtropical seas
Tetraodontidae,Tetraodontiformes,Extant (lower Eocene),0,"Fresh water, Brackish, Marine",fishbase (Nelson 1994; Berg 1958),0.056,NA,,omnivore?,1,0,0,NA,1,1,1,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al), ""short prickles on the body"" (Fishbase)"" Puffer fish; Nelson et al (2016) does not report any spines",,"tropical and subtropical areas of Atlantic, Indian and Pacific"
Toxotidae,Perciformes,Extant,0,"Fresh water, Brackish, Marine",Nelson et al 2016; wiki,0.123,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"India to the Philippines, Australia and Polynesia"
Trachinidae,Perciformes,Extant (lower Eocene),0,Marine,fishbase (Nelson 1994; Berg 1958),0.14,NA,,carnivore,1,0,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); spine on gill cover; poison gland associated w spines (Nelson et al 2016), buries self in sand!",,"Eastern Atlantic, Mediterranean, and Black Sea (and off Chile?"
Trachipteridae,Lampriformes,Extant,0,Marine,fishbase (Nelson 1984) wiki,0.219,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,dorsal f.s. (Price et al); spines not reported by Nelson et al. (2016) or logged in fishbase; wiki says that they have spines along lateral line and numerous lumps under skin.,,"Atlantic (incl. Arctic and Mediterranean), Indian and Pacific Oceans"
Triacanthidae,Tetradontiformes,Extant (Oligocene),0,Marine,"fishbase (Nelson 1994; Berg 1958), wiki",0.187,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s (Price et al).; wikipedia says that the three spines these fish possess support the body structure. When they are not born w all three they typically die.",Benthic,Indo-Pacific
Trichiuridae,Perciformes,Extant (Eocene),0,"Brackish, Marine",fishbase (Nelson 1984; Berg 1958); ftp://ftp.fao.org/docrep/fao/009/y0870e/y0870e35.pdf,0.412,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian, and Pacific"
Trichodontidae,Perciformes,Extant,0,Marine,"fishbase (Mecklenburg CW, 2013); Nelson et al 2016, wiki",0.12,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,North Pacific
Trichomycteridae,Siluriformes,Extant,0,Freshwater,fishbase (Nelson 1994),0.109,NA,,carnivore,1,0,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s. (Price et al, but reported anywhere else); opercle w spines (fishbase, Nelson et al 2016); parasitic catfish",,"Costa Rica, Panama and South America"
Triglidae,Scorpaeniformes,Extant (Upper Eocene),0,"Brackish, Marine",fishbase (Nelson 2006; Berg 1958) wiki,0.073,NA,,carnivore,1,0,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.; preorbital projections often bearing spines(Nelson et al 2016); these have a modified pectoral fin--three of the fin rays rest outside of the fin and are used to sense stuff on the seafloor",,all temperate and tropical seas
Umbridae,Esociformes,Extant,0,Freshwater,fishbase (Nelson 1984); http://www.fao.org/3/a-y4162e/y4162e44.pdf,0.14,NA,,?,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,many areas above 20 deg. in the Northern Hemisphere
Uranoscopidae,Perciformes,Extant,0,Marine,fishbase,0.067,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al); some without spinous dorsal; pelvic f.s.(fishbase); eyes on top of head. this fish is scary. ",,"Atlantic, Indian, and Pacific"
Valenciidae,Cyprinodontiformes,Extant,0,Freshwater,fishbase (Nelson 1994),0.072,NA,,?,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al)-Nelson et al 2016 does not mention any spines",,"southeastern Spain, Italy, and western Greece"
Zanclidae,Perciformes,Extant,0,Marine,fishbase (Nelson; Berg 1958),0.082,NA,,carnivore,1,0,1,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.; Spine at corner of mouth in juveniles and protuberances in front of eyes in adults (Nelson et al 2016)",,Indo-pan-Pacific
Zaproridae,Perciformes,Extant (Miocene),0,Marine,"fishbase (Mecklenburg CW, 2013); Nelson et al 2016, wiki",0.134,NA,,"carnivore, planktivore",1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,North Pacific
Zeidae,Zeiformes,Extant,0,Marine,fishbase (Nelson 1994; Berg 1958); Nelson et al 2016; wiki,0.079,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,"dorsal f.s., anal f.s.",,"Atlantic, Indian, Pacific"
Zoarcidae,Perciformes,Extant,0,Marine,fishbase (Nelson 1984); http://www.fao.org/3/a-y4162e/y4162e44.pdf,0.148,NA,,carnivore,1,0,0,NA,1,1,0,NA,1,0,0,NA,"dorsal f.s., anal f.s. (Price et al.) Not mentioned in Nelson et al 2016 or fishbase. fao says spines are absent.",,Arctic to Antarctic
Galeocerdo,Carcharhiniformes (Charcharhinidae),Extant,0,Marine,wiki; http://www.iucnredlist.org/details/39378/0,4.25,635,,carnivore (everything),1,0,0,NA,1,0,0,NA,1,0,0,NA,Tiger shark!,deeper waters near reefs; 350 m depth,"Pacific, Atlantic"
Scoliodon,Carcharhiniformes (Charcharhinidae),Extant,0,Marine,wiki,0.74,NA,,carnivore (fishingtons and smaller inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,,shallow (10-13 m),Tropical indian and western Pacific
Carcharhinus,Carcharhiniformes (Charcharhinidae),Extant (mid-Eocene),0,Marine,Nelson et al 2016; http://www.fishbase.org/identification/SpeciesList.php?genus=Carcharhinus,4.2,347,,carnivore (apex predator),1,0,0,NA,1,0,0,NA,1,0,0,NA,includes Bull sharks that can tolerate freshwater; this is a huge genus and the ranges are all different depending on the species; body measurements based on wikipedia max for dusky shark,coastal and open ocean depending on species,all oceans
Glyphis,Carcharhiniformes (Charcharhinidae),Extant,0,"Freshwater, estuarine, brackish",wiki,2.6,NA,,carnivore (fishingtons),1,0,0,NA,1,0,0,NA,1,0,0,NA,tiny eyes in ganges species; eats some dasyatids; size fig taken from the Speartooth shark description,Rivers and estuary (1-7 m),"E and NE india, Australia, Papua New Guinea"
Lamiopsis,Carcharhiniformes (Charcharhinidae),Extant,0,Marine,wiki,1.7,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,50 m depth,Indo-Pacific
Nasolamia,Carcharhiniformes (Charcharhinidae),Extant,0,Marine,http://www.fishbase.org/summary/895,1.5,NA,,"carnivore (fishingtons, anchovies, crabs)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,15-192 m (usually 15-24m),SE Asia and Australia (31N- 18S)
Negaprion,Carcharhiniformes (Charcharhinidae),Extant,0,Marine,wiki,3.8,183.7,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,nocturnal,shalow coastal (3-92 m for lemon shark),"tropical western atlantic, se atlantic (africa); eastern pacific; indian ocean, australia, east pacific"
Prionace,Carcharhiniformes (Charcharhinidae),Extant,0,Marine,wiki,3.3,391,,carnivore (small fish and squid),1,0,0,NA,1,0,0,NA,1,0,0,NA,Blue shark,"oceanic, epipelagic (surface to 350 m)","temperate, tropical, everywhere but antarctica (20N-20S, but depends on water temperature)"
Rhizoprionodon,Carcharhiniformes (Charcharhinidae),Extant,0,Marine,,NA,,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,
Loxodon,Carcharhiniformes (Charcharhinidae),Extant,0,Marine,wiki,0.95,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,7-100 m,Indo-west Pacific (34 N-30S)
Isogomphodon,Carcharhiniformes (Charcharhinidae),Extant,0,"Marine, estuarine",wiki,1.6,13,,carnivore (small finshingtons),1,0,0,NA,1,0,0,NA,1,0,0,NA,,4-40 m,tropical NE south america
Triaenodon,Carcharhiniformes (Charcharhinidae),Extant,0,Marine,wiki,1.6,18.3,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,get eaten by tiger sharks and Galapagos sharks,8-40 m,"indo-pacific and africa, and pacific near central america (i swam with on ein the galapagos!)"
Chaenogaleus,Carcharhiniformes (Hemigaleidae),Extant,0,Marine,wiki,1,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,0-59 m,tropical indo-west Pacific (30N- 10S)
Hemigaleus,Carcharhiniformes (Hemigaleidae),Extant,0,Marine,wiki,1,NA,,carnivore,1,0,0,NA,1,0,0,NA,1,0,0,NA,,0-59 m,tropical indo-west Pacific (30N- 10S)
Hemipristis,Carcharhiniformes (Hemigaleidae),Extant (Oligocene-Miocene),0,Marine,wiki; http://www.fishbase.org/summary/5898,2.4,NA,,"carnivore (sharkingtons, rays, and small fishingtons)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,1-130 m,"Indo-West Pacific: Red Sea and southeast Africa, including Persian Gulf to Philippines, north to China, south to Australia. (41N-34S, 12E-156E_"
Paragaleus,Carcharhiniformes (Hemigaleidae),Extant,0,Marine,wiki; http://www.iucnredlist.org/details/161506/0,1.4,NA,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,0-18 m,Indian Ocean
Leptocharias,Carcharhiniformes (Leptochariidae),Extant,0,Marine,wiki,0.82,NA,,"carnivore (bony fishingtons, inverts, fish eggs, junk)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,coastal,Atlantic ocean from Mauritania to Angola
Proscyllium,Carcharhiniformes (Proscylliidae),Extant,0,Marine,wiki,0.65,NA,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,50-144 m,"Andaman Sea (Myanmar); western Pacific (Japan, Vietnam, Java)"
Eridacnis,Carcharhiniformes (Proscylliidae),Extant,0,Marine,,NA,,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,,
Ctenacis,Carcharhiniformes (Proscylliidae),Extant,0,Marine,wiki; http://www.fishbase.org/summary/5918,0.52,NA,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,70-170 m,Indian Ocean (Somalia; 11-9N)
Pseudotriakis,Carcharhiniformes (Pseudotriakidae),Extant,0,Marine,wiki,3,125,,"carnivore (fishingtons, inverts)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,continental and insular slopes (500-1400 m),circumglobal
Gollum,Carcharhiniformes (Pseudotriakidae),Extant,0,Marine,wiki for G. attenuatus,1.1,4,,"carnivore (small fishingtons, inverts, dogfish sharks)",1,0,0,NA,1,0,0,NA,1,0,0,NA,named after Tolkein's Gollum,continental slope (300-600 m),northwestern Pacific
Planonasus,Carcharhiniformes (Pseudotriakidae),Extant,0,Marine,wiki; http://www.fishbase.org/summary/66761,0.54,0.56,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,1000-1120 m,"Indian Ocean; off the Socotra Islands, south of Yemen, and east of the horn of Africa"
Apristurus,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://www.sharktrust.org/shared/downloads/factsheets/demon_catsharks_st_factsheet.pdf; http://www.fishbase.org/summary/776,0.7,NA,,carnivore (small fishingtons),1,0,0,NA,1,0,0,NA,1,0,0,NA,,400-2200m; demersal; depth depends on species,mid-Atlantic (Iceland) and eastern british isles
Asymbolus,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Australian_spotted_catshark; https://en.wikipedia.org/wiki/Orange-spotted_catshark,0.9,NA,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,10-540 m,"32-38 S, also off the cost of SW australia"
Atelomycterus,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Atelomycterus,0.7,NA,,carnivore (benthic invert and small fishingtons),1,0,0,NA,1,0,0,NA,1,0,0,NA,,0-245 m,Indonesia and Bali; northern australia (10-21 S); Indo-west pacific (pakistan to New Guinea)
Aulohalaelurus ,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Aulohalaelurus,0.79,NA,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,inshore around coral reefs,western central Pacific (New Caledonia); western australia (28-36 S)
Bythaelurus ,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Bythaelurus,0.71,NA,,carnivore (crustaceans); prob small fishingtons?,1,0,0,NA,1,0,0,NA,1,0,0,NA,B. lutarius has comb-like dermal denticles on margin of upper caudal fin,continental slope; 425-1443 m,"Arabian Sea; Peru to Chile to Straits of Magellan; Galapagos; India and the Andaman Islands ( 15-5 N); Australia; Indian Ocean (Mozambique to Somalia, 13-29S); Tanzania to Mozambique"
Cephaloscyllium,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Cephaloscyllium,1,NA,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,can inflate body with water or air as a defense mechanism,intertidal to 670 m,Indian and Pacific Oceans (temperate and tropical); greatest diversity around australia
Cephalurus ,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Lollipop_catshark,0.24,,,carnivore (fishingtons and crustaceans),1,0,0,NA,1,0,0,NA,1,0,0,NA,,155���937 m,Gulf of California to southern Baja Peninsula
Figaro,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Figaro_(genus),0.61,,,"carnivore (fishingtons. inverts, and crustaceans)",1,0,0,NA,1,0,0,NA,1,0,0,NA,have distinctive crests of enlarged dermal denticles,outer contental shelf and upper continental slope,Australia
Galeus,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Galeus,0.9,,,carnivore (fishingtons and inverts),1,0,0,NA,1,0,0,NA,1,0,0,NA,"skin densely covered in thick, well calcified dermal denticles; enlarged ones along the dorsal margin of the caudal fin that create a saw-like appearance",demersal; outer continental and insular shelves and upper slopes,"North Atlantic, Pacific, Gulf of California, OCeana"
Halaelurus,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Halaelurus,0.56,,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,demersal; continental and insular shelves; 37-250 m,"Gulf of Aden, coast of Somalia; Vietnam and the Philippines, to Indonesia and Western Australia; Japan, Korea, China, Taiwan (39-20N); Mozambique to S. Africa 19-31 S)"
Haploblepharus,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Haploblepharus,0.6,,,"carnivore (inverts, small fishingtons)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,intertidal to 130 m,South Africa to southern Namibia
Holohalaelurus,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Holohalaelurus,0.69,,,"carnivore (inverts, small fishingtons, and crustraceans)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,40-1075 m,Kenya to Namibia; some 4-37 S (this is indian ocean)
Pentanchus,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,http://www.fishbase.org/summary/834,0.51,,,,1,0,0,NA,1,0,0,NA,1,0,0,NA,,673-1069 m,western central Pacific 
Poroderma,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Poroderma,0.8,,,carnivore (crustaceans),1,0,0,NA,1,0,0,NA,1,0,0,NA,,inshore to 100 m,South Africa
Schroederichthys ,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Schroederichthys,0.7,,,carnivore (small fishingtons and crustaceans),1,0,0,NA,1,0,0,NA,1,0,0,NA,,"0-500 m, depending on ocean (deeper for pacific)",Straits of Magellan to Argentina (23-56 S); Peru to Chile; Caribean sea; Suriname to Brazil (4-2S)
Scyliorhinus,Carcharhiniformes (Scyliorhinidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Scyliorhinus,1.22,2,,carnivore (small fishingtons and crustaceans),1,0,0,NA,1,0,0,NA,1,0,0,NA,,"continental slopes, insular slopes 45-675 m","Caribean sea to Gulf of Mexico (20-9 N); Brazil; NE Atlantic and Mediteranean sea; Namibia to S. Africa 0-37S; eastern Atlantic-Mauritania to Angola (20N-17S); Comoro; Indo-West Pacific (11-12S); western atlantic (11-32 S; 22-9N); N. Carolina-Cuba, Yucatan; MA to Gulf of Mexico to Nicaragua"
Eusphyra,Carcharhiniformes (Sphyrnidae),Extant,0,Marine,http://www.fishbase.org/summary/908; https://en.wikipedia.org/wiki/Winghead_shark,1.9,,,carnivore (small fishingtons and crustaceans),1,0,0,NA,1,0,0,NA,1,0,0,NA,,benthopelagic; continental and insular shelves,"Indo-West Pacific; Persian Gulf to Philippines, China, Australia"
Sphyrna,Carcharhiniformes (Sphyrnidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Sphyrna,6.1,,,"carnivore (small fishingtons, inverts, rays, and crustaceans)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,coastal intertidal,cosmopolitan
Scylliogaleus,Carcharhiniformes (Triakidae),Extant,0,Marine,http://www.fishbase.org/summary/Scylliogaleus-quecketti.html; http://www.iucnredlist.org/details/39360/0,1.2,,,carnivore (crustaceans),1,0,0,NA,1,0,0,NA,1,0,0,NA,,inshore,western Indian ocean (27-33S)
Mustelus,Carcharhiniformes (Triakidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Common_smooth-hound; https://www.sharktrust.org/shared/downloads/factsheets/common_smoothhound_st_factsheet.pdf,0.2,,,carnivore (crustaceans),1,0,0,NA,1,0,0,NA,1,0,0,NA,,5-625 m,eastern Atlantic (British isles to Canaries); Mediterannean
Triakis,Carcharhiniformes (Triakidae),Extant,0,Marine,https://en.wikipedia.org/wiki/Triakis,1.8,40,,"carnivore (inverts, small fishingtons, and crustraceans)",1,0,0,NA,1,0,0,NA,1,0,0,NA,some can enter brackish,coastal ; 0-150 m,Ecuador and eastern Pacific; Angola to S. Africa; NW Pacificl; eastern Pacific(west coast NA)
Cazon,Carcharhiniformes (Triakidae),Extant,0,Marine,https://en.wikipedia.org/wiki/School_shark,2,,,"carnivore (inverts, small fishingtons)",1,0,0,NA,1,0,0,NA,1,0,0,NA,there is no page for this one. it redirects to Galeorhinus,down to 800 m,temperate waters globally
Galeorhinus,Carcharhiniformes (Triakidae),Extant,0,Marine,https://en.wikipedia.org/wiki/School_shark,2,,,"carnivore (inverts, small fishingtons)",1,0,0,NA,1,0,0,NA,1,0,0,NA,,down to 800 m,temperate waters globally
Hypogaleus,Carcharhiniformes (Triakidae),Extant,0,Marine,http://www.fishbase.org/summary/5928,1.27,,,carnivore (fish and cephalopods),1,0,0,NA,1,0,0,NA,1,0,0,NA,,40-230m,Indo-West Pacific: East Africa and the Persian Gulf to Taiwan and Japan. Reported from Australia 
