Group,Genus,Species,Taxonomic Note,Order,Family,System,Series,Stage,Regional Stage,Group,Formation,Member,Locality,Max Age,Min Age,citation
Heterostracans,Larnovaspis,mogielnensis,,,Pteraspidiformes,Devonian,,Lockhovian,,,Ikva,,"Podolia, Ukraine",412,410,lagoon-delta according to Voichyshyn 2011
Heterostracans,Larnovaspis,kneri,,,Pteraspidiformes,Devonian,,Lockhovian,,,Tyver Formation,Ivanie Member,"Podolia, Ukraine",414,412,littoral according to Voichyshyn 2011
Heterostracans,Larnovaspis,kneri,,Heterostraci,Pteraspidiformes,Devonian,,Lockhovian,,,Tyver Formation,Chortkov Member,"Podolia, Ukraine",416,415,Novitskaya 2007; shallow nearshore according to Voichyshyn 2011
Heterostracans,Larnovaspis,stensioei,,,,Devonian,,Lockhovian,,Ditton Group,Lower Ditton,crouchi zone,"Gwyn Genni Quarry, Herefordshire",415,413,White 1935
Heterostracans,Listraspis,canadensis,,,,Devonian,????Pridoli????,Lockhovian,,,Muncho-McConnell Formation,,"Muncho Lake, British Columbia, Canada",420,419,Denison 1964; Novitskaya 2007; peritidal environment from sedimentology Taylor & Mackenzie 1970 and Nadjiwon et al 2000
Heterostracans,Loricopteraspis,althi,,,,Devonian,,Lockhovian,,,Tyver Formation,Ivanie Stage,"Podolia, Ukraine",414,412,Novitskaya 2007; Tarlo 1961; Voichyshyn 2011
Heterostracans,Loricopteraspis,dairydinglensis,,,,Devonian,,Lockhovian,,Ditton Group,,Dairy Dingle,"Clee Hill, Shropshire",412,410,Dineley 1999; lot of lit for environment cited in GCR volume
Heterostracans,Miltaspis,,,,,Devonian,,Lockhovian,,,Ben Nevis Formation,Vogti Horizon,"Spitbergen, Norway",413,410,Novitskaya 2007; Blieck 1981; Harland 1997 chpt.16 Geology of Svalbard
Heterostracans,Mitraspis,cracens,,,,Devonian,,Lockhovian,,,Drake Bay Formation,upper member',"Prince of Wales Island, Canadian Arctic",415,410,Elliott et al 2015
Heterostracans,Mylopterapidella,gracilis,,,Pteraspidiformes,,,Lockhovian/Pragian,,,Dniester Formation,Ustechko,"Podolia, Ukraine",412,410,Novitskaya 2007; lagoon-delta according to Voichyshyn 2011
Heterostracans,Mylopterapis,robusta,,,Pteraspidiformes,,,Lockhovian/Pragian,,,Dniester Formation,Ustechko,"Podolia, Ukraine",412,410,Novitskaya 2007; lagoon-delta according to Voichyshyn 2011
Heterostracans,Nahanniaspis,mackensiei,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,Delorme,,"Northwest territories, Canada",419,411,Elliott and Petriello 2011; Boucot & Janis 1983 for BA
Heterostracans,Nahanniaspis,mackenziei,May be a subfamily in Cyathaspididae,Heterostraci,Irregularaspidinae,Devonian,,Lockhovian,,,Delorme,transition between Delorme and Road River,"MOTH Site 127, GSC locality 69014, Unit 10, Northwest territories, Canada",419,411,Elliott and Petriello 2011; Pellerin and Wilson 1995; Dineley & Loeffler 1976 - loc info GSC 69014 transistion between Delorme and Road River Fm detailed locality info in D&L suggests brackish lagoon similar to GSC 69017  - BA 3 according to Boucot & Janis 1983
Heterostracans,Oreaspis,,,,,,,Emsian,,,Beartooth Butte,,Wyoming,407,393,Novitskaya 2007; Denison 1970; Fiorillo 2000 for environment
Heterostracans,Oreaspis,,,,,,,Pragian (Upper),,,Water Canyon,,Utah,410,409,Novitskaya 2007; Denison 1970; Reed 1997 (unpublishes thesis)
Heterostracans,Panamintaspis,snowi,,,,Devonian,,Emsian,late,,Lost Burro Formation,Lippincott Member,"Trail Canyon, Death Valley, California",400,497,Elliott & Ilyes 1996; 
Heterostracans,Paraliliaspis,egregia,,,,Devonian,,Lockhovian,immediately above boundary,,,Ovinparm horizon,"Pechora River area, Polar Urals, Russia",419,418,Novitskaya 2007; Novitskaya and Talimaa 1994; shallow water 'littoral'? Zhemchugova et al 1990
Heterostracans,Parapteraspis,lata,,,Pteraspidiformes,Devonian,,Lockhovian,,,Tyver Formation,Ivanie Member,"Podolia, Ukraine",414,412,littoral according to Voichyshyn 2011
Heterostracans,Parapteraspis,lata,,,Pteraspidiformes,Devonian,,Lockhovian/Pragian,,,Dniester Formation,Ustechko,"Podolia, Ukraine",412,410,lagoon-delta according to Voichyshyn 2011
Heterostracans,Parapteraspis,plana,,,Pteraspidiformes,Devonian,,Lockhovian/Pragian,,,Dniester Formation,Ustechko,"Podolia, Ukraine",412,410,lagoon-delta according to Voichyshyn 2011
Heterostracans,Parapteraspis,plana,,,Pteraspidiformes,Devonian,,Pragian,,,Dniester Formation,Khmeleva ,"Podolia, Ukraine",410,408,lacustrine according to Voichyshyn 2011
Heterostracans,Pavlovaspis,pasternaki,,,Pteraspididae,Devonian,,Lockhovian/Pragian,,,Dniester Formation,Ustechko,"Podolia, Ukraine",412,410,Voichyshyn 2011; Novitskaya 2007
Heterostracans,Pionaspis,amplissima,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,Delorme,,"Northwest territories, Canada",419,411,"Elliott and Petriello 2011; Boucot & Janis 1983 for BA, but locality list suggests brackish"
Heterostracans,Pionaspis,,,,Cyathaspididae,Silurian,,Ludlow,,,Read Bay Formation,,"Somerset Island, Northwest territories, Canada",430,425,Jones & Dixon 1977; Boucot & Janis 1983 for BA
Heterostracans,Pionaspis,sp.,,Heterostraci,Cyathaspididae,Silurian,,Pridoli,,,Somerset Island Fm,,"Somerset Island, Canada",423,419,Elliott and Dineley 1991; Miall & Kerr 1977 for palaeoenvironment 'inter-tidal'; Boucot & Janis 1983 give BA 3
Heterostracans,Pirumaspis,,,,,Devonian,,Emsian,late,,Sevy Dolomite,Sandy Member,,400,397,Pers. Obs.
Heterostracans,Podolaspis,danieli,,,Pteraspididae,Devonian,,Pragian,,,Dniester Formation,Ustechko,"Podolia, Ukraine",412,410,Voichyshyn 2011; Novitskaya 2007
Heterostracans,Podolaspis,podolica,,,Pteraspididae,Devonian,,Lockhovian,,,Ikva,,"Podolia, Ukraine",412,410,lagoon-delta according to Voichyshyn 2010
Heterostracans,Podolaspis,podolica,,,Pteraspididae,Devonian,,Lockhovian/Pragian,,,Dniester Formation,Ustechko,"Podolia, Ukraine",412,410,Voichyshyn 2011
Heterostracans,Podolaspis,podolica,,,Pteraspididae,Devonian,,Pragian,,,Dniester Formation,Ustechko,"Podolia, Ukraine",412,410,Voichyshyn 2011
Heterostracans,Podolaspis,lerichei,,,Pteraspididae,Devonian,,Lockhovian,,,Tyver Formation,Ivanie Member,"Podolia, Ukraine",414,412,littoral according to Voichyshyn 2011
Heterostracans,Podolaspis,lerichei,,,Pteraspididae,Devonian,,Lockhovian,,,Ikva,,"Podolia, Ukraine",412,410,lagoon-delta according to Voichyshyn 2011
Heterostracans,Podolaspis,lerichei,,,Pteraspididae,Devonian,,Lockhovian/Pragian,,,Dniester Formation,Ustechko,"Podolia, Ukraine",412,410,Voichyshyn 2011
Heterostracans,Podolaspis,zychi,,,Pteraspididae,Devonian,,Lockhovian,,,Tyver Formation,Ivanie Member,"Podolia, Ukraine",414,412,littoral according to Voichyshyn 2011
Heterostracans,Podolaspis,zychi,,,Pteraspididae,Devonian,,Lockhovian/Pragian,,,Dniester Formation,Ustechko,"Podolia, Ukraine",412,410,Voichyshyn 2011
Heterostracans,Podolaspis,sp,,,Pteraspididae,Devonian,,Lockhovian,,,Chortkov Formation,,"Podolia, Ukraine",416,415,Plotnick 1999
Heterostracans,Poraspis,heintzae,Poraspidinae subfamily,Heterostraci,Cyathaspididae,Silurian,,Pridoli,Geddinian instead?,,Peel Sound Fm,,Prince of Wales Island,421,417,Elliott et al. 1998; Elliot and Dineley 1991; Boucot & Janis 1983 for BA
Heterostracans,Poraspis,cracens,Poraspidinae subfamily,Heterostraci,Cyathaspididae,Silurian,,Pridoli (Earliest),Lower,,Peel Sound Fm,,Prince of Wales Island,416,414,Elliott et al. 1998; Boucot & Janis 1983 for BA
Heterostracans,Poraspis,thules,Poraspidinae subfamily,Heterostraci,Cyathaspididae,Silurian,,Pridoli (Earliest),Lower,,Peel Sound Fm,,Prince of Wales Island,423,422,Elliott et al. 1998; Boucot & Janis 1983 for BA
Heterostracans,Poraspis,parmula,Poraspidinae subfamily,Heterostraci,Cyathaspididae,Silurian,,Pridoli (Earliest),Lower,,Peel Sound Fm,,Prince of Wales Island,423,422,Elliott et al. 1998; Boucot & Janis 1983 for BA
Heterostracans,Poraspis,polaris,Poraspidinae subfamily,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,crouchi zone,,Peel Sound Fm,,"Prince of Wales Island, Canada",416,414,Elliott and Dineley 1991; Boucot & Janis 1983 for BA
Heterostracans,Poraspis,polaris,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,,Pteraspis Band,"Devils Hole, Morville, Shropshire, UK",419,417,Dineley 1999; freshwater sequence
Heterostracans,Poraspis,polaris,Poraspidinae subfamily,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,Fraenkelryggen,,"Spitsbergen, Norway",417,415,Elliott et al. 1998; Plotnick 1999 for BA
Heterostracans,Poraspis,polaris,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,Delorme,,,419,411,Pers. Obs.
Heterostracans,Poraspis,rostrata,Poraspidinae subfamily,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,Ben Nevis,,Spitsbergen,413,410,Harland 1997 chpt.16 Geology of Svalbard
Heterostracans,Poraspis,rostrata,var trimpleyensis,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,Ditton Group,,Pteraspis rostrata band,"Oak Dingle, Bouldon, Shropshire",419,417,GCR
Heterostracans,Poraspis,,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,Ben Nevis Formation,,Spitsbergen,413,410,Harland 1997 chpt.16 Geology of Svalbard
Heterostracans,Poraspis,,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,Fraenkelryggen Formation,,Spitsbergen,417,415,Plotnick 1999
Heterostracans,Poraspis,brevis,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,"Peel Sound, Drake Bay, Snowblind Bay",,Canadian Arctic,414,411,Boucot & Janis 1983 for BA
Heterostracans,Poraspis,simplex,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,"Peel Sound, Drake Bay, Snowblind Bay",,Canadian arctic,414,411,Boucot & Janis 1983 for BA
Heterostracans,Poraspis,simplex,Poraspidinae subfamily,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,Tyver Formation,Ivanie Member,"Podolia, Ukraine",414,412,Elliott et al. 1998; Littoral according to Voichyshyn 2011
Heterostracans,Poraspis,pompeckjii,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,"Peel Sound, Drake Bay, Snowblind Bay",,Canadian arctic,414,411,Boucot & Janis 1983 for BA
Heterostracans,Poraspis,pompeckjii,Poraspidinae subfamily,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,Tyver Formation,Ivanie Member,"Podolia, Ukraine",414,412,Elliott et al. 1998; Littoral according to Voichyshyn 2011
Heterostracans,Poraspis,semiradzkii,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,"Peel Sound, Drake Bay, Snowblind Bay",,Canadian arctic,414,411,Boucot & Janis 1983 for BA
Heterostracans,Poraspis,semiradzkii,Poraspidinae subfamily,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,Tyver Formation,Ivanie Member,"Podolia, Ukraine",414,412,Elliott et al. 1998; Littoral according to Voichyshyn 2011
Heterostracans,Poraspis,sp.,,Heterostraci,Cyathaspididae,Devonian,,Pragian,,,Spokojnaya Formation,,"Severnaya Zemlya, Russia",411,407,Blieck et al 2002; Turner 1999 for BA
Heterostracans,Poraspis,sp.,,Heterostraci,Cyathaspididae,Devonian,,Pragian,,,Pod'emnaya Formation,,"Severnaya Zemlya, Russia",419,414,Blieck et al 2002; Turner 1999 for BA
Heterostracans,Poraspis,sp,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,Lievin Formation,,"Lievin, Northern France",419,411,Plotnick 1999
Heterostracans,Poraspis,sp,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,Fraenkelryggen Formation,,"Red Bay, Spitsbergen",417,415,Plotnick 1999
Heterostracans,Poraspis,,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,Upper,,Chortkov Formation,,"Podolia, Ukraine",414,411,Plotnick 1999
Heterostracans,Poraspis,sturi,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,Tyver Formation,Chortkov,"Podolia, Ukraine",414,412,shallow near shore according to Voichyshyn 2011
Heterostracans,Poraspis,sturi,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,,Tyver Formation,Ivanie Member,"Podolia, Ukraine",414,412,Littoral according to Voichyshyn 2011
Heterostracans,Poraspis,sturi,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian/Pragian,,,Dniester Formation,Ustechko,"Podolia, Ukraine",412,410,lagoon-delta according to Voichyshyn 2011
Heterostracans,Poraspis,sturi,,Heterostraci,Cyathaspididae,Devonian,,Pragian,,,Dniester Formation,khm1,"Podolia, Ukraine",410,409,lacustrine according to Voichyshyn 2011
Heterostracans,Poraspis ,sericea,,Heterostraci,Cyathaspididae,Devonian,,Lockhovian,,Ditton Group,,Wayne Herbert Quarry,"Abergavenny, South Wales",419,411,lot of lit cited in GCR review for locality
Heterostracans,Poraspis ,sericea,Poraspidinae subfamily,Heterostraci,Cyathaspididae,Devonian,,Lockhovian-Early Pragian,Upper member,,Peel Sound Fm,,"Prince of Wales Island, Canada",412,409,Elliott et al. 1998; Boucot & Janis 1983 for BA
Heterostracans,Porophoraspis,crenulata,,Arandaspidida,Arandaspididae,Ordovician,Middle,Darriwilian,Llanvirn,,Stairway Sandstone,,"Mt Watt, Northern Territory, Australia",466,461,Ritchie and Gilbert-Tomlinson 1977; Boucot and Janis 1983 and Davies et al 2011 for palaeoenvironment
Heterostracans,Porophoraspis,sp.,,Arandaspidida,Arandaspididae,Ordovician,Lower,Florian-Darriwillian,Arenig,,Horn Valley Siltstone,,"Areyonga Creek, Gardiner Range, Northern Territory, Australia",467,465,Young 1997
Heterostracans,Porophoraspis,sp.,,Arandaspidida,Arandaspididae,Ordovician,Middle,Darriwilian,Llanvirn,,Stairway Sandstone,,"James 'B' Anticline, Northern Territory, Australia",466,461,Young 1997; Boucot and Janis 1983 and Davies et al 2011 for palaeoenvironment
Heterostracans,Protaspis,dorfi,,,,,,Emsian,,,Beartooth Butte,,Wyoming,407,393,Blieck 1984; Bryant 1933; Novitskaya 2007; Fiorillo 2000 for environment
Heterostracans,Protaspis,bucheri,,,,,,Emsian,,,Beartooth Butte,,Wyoming,407,393,Denison 1970; Blieck 1984; Bryant 1933; Novitskaya 2007; Fiorillo 2000 for environment
Heterostracans,Protopteraspis,whitei,,Heterostraci,,Devonian,,Lockhovian,Late Gedinnian,,Knoydart,,Nova Scotia,414,411,Elliott and Dineley 1983; Plotnick 1999 for BA
Heterostracans,Protopteraspis,pygmaea,,Heterostraci,Pteraspididae,Silurian,,Pridoli,,,Peel Sound Formation,lower member,"Prince of Wales Island, Northwest Territories, Canada",427,425,Elliott and Dineley 1983; Boucot & Janis 1983 for BA
Heterostracans,Protopteraspis,siliktokia,,Heterostraci,Pteraspididae,Silurian,,Pridoli,,,Peel Sound Formation,lower member,"Northwest Territories, Canada",427,425,Elliott and Dineley 1983; Boucot & Janis 1983 for BA
Heterostracans,Protopteraspis,sartokia,,Heterostraci,Pteraspididae,Silurian,,Pridoli,,,Peel Sound Formation,lower member,"Northwest Territories, Canada",427,425,Elliott and Dineley 1983; Boucot & Janis 1983 for BA
Heterostracans,Protopteraspis,corniga,,Heterostraci,Pteraspididae,Silurian,,Pridoli,,,Peel Sound Formation,lower member,"Northwest Territories, Canada",427,425,Elliott and Dineley 1983; Boucot & Janis 1983 for BA
Heterostracans,Protopteraspis,arctica,,Heterostraci,Pteraspididae,Silurian,,Pridoli,,,Peel Sound Formation,lower member,"Northwest Territories, Canada",427,425,Elliott and Dineley 1983; Boucot & Janis 1983 for BA
Heterostracans,Protopteraspis,primaeva,,,,Devonian,,Lockhovian ,,Red Bay,Ben Nevis,,"Spitbergen, Norway",413,410,Novitskaya 2007; Harland 1997 chpt.16 Geology of Svalbard
Heterostracans,Protopteraspis,gosseletti,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,,,leathensis zone,"Devils Hole, Morville, Shropshire, UK",419,417,Dineley 1999
Heterostracans,Protopteraspis,leathensis,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,St Maughan's Group,,?basal fish conglomerate,"Lydney, Gloucestershire",419,417,GCR; tidal?
Heterostracans,Protopteraspis,sp,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,,Knoydart Formation,,"Arisaig, Nova Scotica, Canada",414,411,Plotnick 1999
Heterostracans,Protopteraspis,sp,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,,Lievin Formation,,"Lievin, Northern France",419,411,Plotnick 1999
Heterostracans,Protopteraspis,sp,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,,Fraenkelryggen Formation,,"Red Bay, Spitsbergen",417,415,Plotnick 1999; Boucot & Janis has BA 0 for lower Fraenkelryggen
Heterostracans,Protopteraspis,sp.,,,,Devonian,,Lockhovian ,,Red Bay,Ben Nevis,,"Spitbergen, Norway",413,410,Novitskaya 2007; Harland 1997 chpt.16 Geology of Svalbard
Heterostracans,Protopteraspis,sp.,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,,Pod'emnaya Formation,,"Severnaya Zemlya, Russia",419,414,Blieck et al 2002; Turner 1999 for BA
Heterostracans,Protopteraspis,sp.,,Heterostraci,,Devonian,,Lockhovian,,,Dalhousie Fm,Correlated with Knoydart,"Dalhousie, New Brunswick",414,411,Elliott and Dineley 1983; Plotnick 1999 for BA
Heterostracans,Protopteraspis,sp.,,,,,,,,,Delorme,,Mackenzie Mountains,427,423,Elliott and Dineley 1983; Boucot & Janis 1983 for BA
Heterostracans,Psammosteus,asper,,,,Devonian,,Frasnian,Plavinas Stage,,,,"Stolbovo, Syas River, Leningrad District",382,380,"Sallan and Coates, 2010; Mark-Kurik and Poldvere, 2012 for age "
Heterostracans,Psammosteus,asper,,,,Devonian,,Frasnian,,,Andoma Fm,upper part of lower,"Andoma Hill, Onega Lake, Russia",381,380,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,asper,,,,Devonian,,Frasnian,,,Klimovskaya Fm,,"Andoma Hill, Onega Lake, Russia",378,376,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,bergi,,,,Devonian,,Givetian,Burtnieki Stage ,,,,"Karksi outcrop, Viljandi County, Estonia",386,385,"Sallan and Coates, 2010; Mark-Kurik and Poldvere, 2012 for age "
Heterostracans,Psammosteus,bergi,,,,Devonian,,Givetian,,,Burtnieki Fm,,Estonia + Latvia,386,385,Mark-Kurik 2000; Kleesment et al 2012
Heterostracans,Psammosteus,cuneatus,,,,Devonian,,Frasnian,,,Andoma Fm,upper part of lower,"Andoma Hill, Onega Lake, Russia",381,380,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,cuneatus,,,,Devonian,,Frasnian,,,Klimovskaya Fm,,"Andoma Hill, Onega Lake, Russia",378,376,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,falcatus,,,,Devonian,,Frasnian,,,Klimovskaya Fm,,"Andoma Hill, Onega Lake, Russia",380,378,Mikulas et al 2013
Heterostracans,Psammosteus,kiaeri,,,,Devonian,,Frasnian,,,Fram Fm,,"Ellesmere Island, Canada",377,377,Kiaer 1915; de Freitas & Thorsteinsson 1994; Downs et al. 2011
Heterostracans,Psammosteus,levis,,,,Devonian,,Frasnian,,,Andoma Fm,upper,"Andoma Hill, Onega Lake, Russia",380,378,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,levis,,,,Devonian,,Frasnian,,,Klimovskaya Fm,,"Andoma Hill, Onega Lake, Russia",378,376,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,livonicus,,,,Devonian,,Frasnian,,,Andoma Fm,lower  ,"Andoma Hill, Onega Lake, Russia",380,378,Glinskiy & Mark-Kurik 2016; Mikulas et al 2013
Heterostracans,Psammosteus,maeandrinus,,,,Devonian,,Frasnian,Plavinas Stage,Snetnaya Gora Substage,,,"Russia, Syas River, downstream Tahnovo Village",382,378,Pers. Obs.
Heterostracans,Psammosteus,maeandrinus,,,,Devonian,,Frasnian,,,Andoma Fm,upper part of lower,"Andoma Hill, Onega Lake, Russia",381,380,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,maeandrinus,,,,Devonian,,Frasnian,,,Andoma Fm,upper  ,"Andoma Hill, Onega Lake, Russia",380,379,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,maeandrinus,,,,Devonian,,Frasnian,,,Klimovskaya Fm,,"Andoma Hill, Onega Lake, Russia",378,376,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,megalopteryx,,,,Devonian,,Frasnian,Plavinas Stage,, ,,"Russia, Leningrad district, Syas River",382,378,Pers. Obs.
Heterostracans,Psammosteus,megalopteryx,,,,Devonian,,Frasnian,,,Klimovskaya Fm,,"Andoma Hill, Onega Lake, Russia",378,376,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,pectinatus,,,,Devonian,,Frasnian,,,Klimovskaya Fm,,"Andoma Hill, Onega Lake, Russia",378,376,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,praecursor,,,,Devonian,,Frasnian,,,Andoma Fm,lower,"Andoma Hill, Onega Lake, Russia",382,381,Glinskiy & Nilov 2017; Mikulas et al 2013
Heterostracans,Psammosteus,cf praecursor,,,,Devonian,,Frasnian,lower,,,,"Mikhailovskii Mine, Zheleznogorsk, Russian Federation",382,379,"Moloshnikov, 2007"
Heterostracans,Psammosteus,proia,,,,Devonian,,Givetian,,,Arukula Fm,,Estonia + Latvia,387,385,"Mark-Kurik 2000; Kleesment et al 2012; Mark-Kurik and Poldvere, 2012 for age "
Heterostracans,Psammosteus,ramosus,,,,Devonian,,Frasnian,,,Andoma Fm,lower,"Andoma Hill, Onega Lake, Russia",382,381,Glinskiy & Nilov 2017; Mikulas et al 2013
Heterostracans,Psammosteus,toriensis,,,,Devonian,,Eifelian,Very early,,Parnu Fm,Tori Member,Estonia + Latvia,393,392,"Mark-Kurik 2000; Kleesment et al 2012; Mark-Kurik and Poldvere, 2012 for age "
Heterostracans,Psammosteus,undulata,,,,Devonian,,Frasnian,,,Andoma Fm,lower,"Andoma Hill, Onega Lake, Russia",382,381,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,venyukovi,,,,Devonian,,Givetian,Upper,,Pavlikovskaya Fm,,"Andoma Hill, Onega Lake, Russia",384,382,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psephaspis,idahoensis,,,,Devonian,Givetian,,,,Jefferson Fm,basal,Idaho,388,385,Novitskaya; Denison 1970; wide range of deposits encountered within lower member of Jefferson from subtidal (BA 3+4) peritidal and esturine
Heterostracans,Psephaspis,,,,,Devonian,Givetian,,,,Jefferson Fm,basal,Utah,388,385,Novitskaya; Denison 1970; PBDB
Heterostracans,Psephaspis,williamsi,,,,Devonian,,Pragian (Lower),,,Water Canyon Formation,,"Bear Lake County, Idaho",410,409,Novitskaya; Denison 1970
Heterostracans,Psephaspis,williamsi,,,,Devonian,,Pragian (Lower),,,Water Canyon Formation,,"Cache County, Utah",410,409,Novitskaya; Denison 1970
Heterostracans,Pteraspis,rostrata,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,Ditton Group,Lower Ditton,,"Oak Dingle, Shropshire, UK",419,417,"Frichinger 1991, white 1935; GCR review"
Heterostracans,Pteraspis,rostrata,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,Ditton Group,,Wayne Herbert Quarry,"Abergavenny, South Wales, UK",419,411,Dineley 1999; lot of lit for environment cited in GCR volume
Heterostracans,Pteraspis,rostrata,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,Ditton Group,Lower Ditton micrornatus-newportensis spore biozone zone,,Targrove Quarry,417,413,Lang 1937
Heterostracans,Pteraspis,jackana,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,Ditton Group,,Wayne Herbert Quarry,"Abergavenny, South Wales",419,411,Dineley 1999; lot of lit for environment cited in GCR volume
Heterostracans,Pteraspis,mitchelli,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,,Scone Sandstone Formation,Sheriffmuir Sandstone Member,"Wolfs Hole, nr Bridge of Allen, Forfarshire, Scotland, UK",414,411,Dineley 1999; fluvial in GCR 
Heterostracans,Pteraspis,sp,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,Ditton Group,Rhinopteraspis crouchi Zone?,,Rowlestone Hill,415,413,Plotnick 1999
Heterostracans,Pteraspis,sp,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,,Ivane Suite,,"Podoli , Ukraine",414,412,Gritsenko et al 1999
Heterostracans,Pteraspis,sp,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,,Chortkov Formation,,Podolia,416,415,Plotnick 199
Heterostracans,Ptomaspis,sp.,,Heterostraci,Cyathaspididae,Silurian,,Telychian/Sheinwoodian,,,Delorme,"Avalanche: AV1, 2, 4","Avalanche Lake, Mackenzie, Northwest Territories",428,427,Boucot & Janis 1983 for BA
Heterostracans,Ptomaspis,n. sp. ,,Heterostraci,Cyathaspididae,Silurian,,Pridoli,,,Leopold Formation,Section P,"Port Leopold,Somerset Island,  Canada",423,419,Loeffler and Jones 1976; Jones ; Plotnick 1999 for BA
Heterostracans,Ptomaspis,canadensis,,Heterostraci,Cyathaspididae,Silurian,,Gorstian,,,Road River Formation,,"Beaver River, Southeastern Yukon, Canada",427,425,Loeffler and Dineley 1976; Boucot & Janis 1983 for BA and formation
Heterostracans,Rhachiaspis,pteriga,,,,Devonian,,Lochkovian,,,Somerset Island Formation,lower member,"Somerset Island, Northwest Territories, Canada",423,422,Elliott 1984
Heterostracans,Rhachiaspis,pteriga,,,,Silurian,,Pridoli,,,Peel Sound Formation,lower member,"Somerset Island, Arctic Canada",427,425,Elliott 1984; Boucot & Janis 1983 for BA
Heterostracans,Rhinopteraspis,crouchi,,,Pteraspididae,Devonian,,Lockhovian,,Ditton Group,,,Cwm Mill,415,413,Dineley 1999; lot of lit for environment cited in GCR volume
Heterostracans,Rhinopteraspis,crouchi,,,Pteraspididae,Devonian,,Lockhovian (late),"lower Althaspis leachi zone/Z spore zone, Gedinnian",Ardenne Massif,Bois d'Ausse Fm (lower),,"La Gileppe, Liege, Belgium",414,412,Novitskaya 2007; Blieck 2009; plants in PBDB
Heterostracans,Rhinopteraspis,crouchi,,,Pteraspididae,Devonian,,Lockhovian (late),"G spore zone, late Gedinnian",Ardenne Massif,Bois d'Ausse Fm (lower),,"Nonceveux, Liege, Belgium",412,411,Novitskaya 2007; Blieck 2009; Plants in PBDB
Heterostracans,Rhinopteraspis,dunensis,,,Pteraspididae,Devonian,,Lockhovian,,Ditton Group,,,Cwm Mill,415,413,Dineley 1999; lot of lit for environment cited in GCR volume
Heterostracans,Rhinopteraspis,dunensis,,,Pteraspididae,Devonian,,Early Emsian,,,,Nellen Koepfchen Beds,"Alken, Germany",407,403,Kraeusel & Weyland 1962; Same age as Hunsruck Stets and Schafer 2009
