"","Agulhas","Amsterdam-St_Paul","Andaman","Arctic","Bay_of_Bengal","Benguela","Black_Sea","Central_Indian_Ocean_Islands","Central_Polynesia","Cold_Temperate_Northeast_Pacific","Cold_Temperate_Northwest_Atlantic","Cold_Temperate_Northwest_Pacific","Continental_High_Antarctic","East_Central_Australian_Shelf","Easter_Island","Eastern_Coral_Triangle","Galapagos","Gulf_of_Guinea","Hawaii","Java_Transitional","Juan_Fernandez_and_Desventuradas","Lord_Howe_and_Norfolk_Islands","Lusitanian","Magellanic","Marquesas","Marshall__Gilbert_and_Ellis_Islands","Mediterranean_Sea","North_Brazil_Shelf","Northeast_Australian_Shelf","Northern_European_Seas","Northern_New_Zealand","Northwest_Australian_Shelf","Red_Sea_and_Gulf_of_Aden","Sahul_Shelf","Scotia_Sea","Somali_Arabian","South_China_Sea","South_Kuroshio","Southeast_Australian_Shelf","Southeast_Polynesia","Southern_New_Zealand","Southwest_Australian_Shelf","St__Helena_and_Ascension_Islands","Subantarctic_Islands","Subantarctic_New_Zealand","Sunda_Shelf","Tristan_Gough","Tropical_East_Pacific","Tropical_Northwestern_Atlantic","Tropical_Northwestern_Pacific","Tropical_Southwestern_Atlantic","Tropical_Southwestern_Pacific","Warm_Temperate_Northeast_Pacific","Warm_Temperate_Northwest_Atlantic","Warm_Temperate_Northwest_Pacific","Warm_Temperate_Southeastern_Pacific","Warm_Temperate_Southwestern_Atlantic","West_African_Transition","West_and_South_Indian_Shelf","West_Central_Australian_Shelf","Western_Coral_Triangle","Western_Indian_Ocean"
"Acanthurus_guttatus",0,0,24,0,0,0,0,28,106,0,0,0,0,1,0,105,0,0,47,29,0,0,0,0,13,111,0,0,23,0,0,1,0,8,0,0,12,20,0,133,0,0,0,0,0,5,0,5,0,90,0,123,0,0,12,0,0,0,0,0,228,28
"Acanthurus_japonicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,12,0,0,0,0,0,112,0
"Acanthurus_leucocheilus",0,0,62,0,3,0,0,38,21,0,0,0,0,0,0,59,0,0,0,26,0,0,0,0,0,23,0,0,0,0,0,6,24,8,0,16,10,3,0,0,0,0,0,0,0,21,0,0,0,17,0,6,0,0,0,0,0,0,8,0,227,44
"Acanthurus_leucopareius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,45,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,25,18,0,127,0,0,0,0,0,0,0,0,0,34,0,15,0,0,26,0,0,0,0,0,0,0
"Acanthurus_leucosternon",2,0,65,0,20,0,0,36,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,22,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,180
"Acanthurus_lineatus",5,0,66,0,34,0,0,38,106,0,0,0,0,13,0,106,0,0,6,30,0,0,0,0,13,111,0,0,25,0,0,30,10,19,0,16,41,28,0,119,0,0,0,0,0,108,0,0,0,100,0,129,0,0,17,0,0,0,24,1,237,180
"Acanthurus_maculiceps",0,0,28,0,0,0,0,20,71,0,0,2,0,0,0,105,0,0,0,30,0,0,0,0,0,85,0,0,0,0,0,10,0,8,0,0,18,21,0,0,0,0,0,0,0,41,0,0,0,75,0,1,0,0,34,0,0,0,0,0,227,0
"Acanthurus_mata",5,0,66,0,43,0,0,38,106,0,0,0,0,14,0,111,0,0,0,30,0,0,0,0,12,107,0,0,25,0,0,29,68,89,0,48,31,21,0,32,0,0,0,0,0,123,0,0,0,100,0,129,0,0,21,0,0,0,50,6,239,166
"Acanthurus_monroviae",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,27,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
"Acanthurus_nigricans",0,0,21,0,0,0,0,4,106,0,0,0,0,1,0,106,13,0,47,30,0,0,0,0,13,111,0,0,25,0,0,30,0,17,0,0,49,21,0,119,0,0,0,0,0,107,0,70,1,104,0,129,6,0,25,0,0,0,0,0,237,0
"Acanthurus_nigricauda",5,0,66,0,16,0,0,36,106,0,0,0,0,1,0,106,0,0,0,30,0,0,0,0,1,111,0,0,25,0,0,10,10,13,0,16,41,20,0,100,0,0,0,0,0,120,0,0,0,90,0,128,0,0,10,0,0,0,24,0,237,180
"Acanthurus_nigrofuscus",7,0,66,0,21,0,0,38,106,0,0,1,0,15,0,106,0,0,45,30,0,12,0,0,1,111,0,0,25,0,0,30,68,38,0,18,97,28,2,138,0,2,0,0,0,120,0,0,0,103,0,130,0,0,32,0,0,0,29,14,237,180
"Acanthurus_nigroris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acanthurus_nubilus",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,7,0,0,7,3,0,121,0,0,0,0,0,0,0,0,0,27,0,19,0,0,0,0,0,0,0,0,202,0
"Acanthurus_olivaceus",0,0,0,0,0,0,0,0,106,0,0,1,0,14,0,105,0,0,49,26,0,8,0,0,1,107,0,0,23,0,0,30,0,13,0,0,69,28,0,82,0,0,0,0,0,74,0,0,0,103,0,130,0,0,32,0,0,0,0,8,236,0
"Acanthurus_polyzona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
"Acanthurus_pyroferus",0,0,3,0,0,0,0,0,106,0,0,0,0,15,0,106,0,0,0,30,0,4,0,0,13,107,0,0,25,0,0,10,0,11,0,0,42,28,2,117,0,0,0,0,0,109,0,0,0,100,0,130,0,0,23,0,0,0,0,0,236,0
"Acanthurus_reversus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acanthurus_sohal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acanthurus_tennentii",5,0,65,0,20,0,0,38,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,29,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5,180
"Acanthurus_thompsoni",2,0,66,0,18,0,0,38,106,0,0,0,0,0,0,105,0,0,49,30,0,0,0,0,13,111,0,0,23,0,0,10,9,8,0,16,41,28,0,138,0,0,0,0,0,102,0,0,0,100,0,128,0,0,22,0,0,0,24,0,237,180
"Acanthurus_triostegus",9,0,66,0,33,0,0,38,106,0,0,0,0,13,6,105,13,0,49,30,0,12,0,0,13,111,0,0,23,0,6,22,26,8,0,20,97,28,0,138,0,2,0,0,0,120,0,65,1,107,0,129,15,0,32,0,0,0,28,14,237,180
"Acanthurus_tristis",0,0,65,0,18,0,0,28,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0
"Acanthurus_xanthopterus",5,0,66,0,19,0,0,38,106,0,0,0,0,1,0,105,13,0,28,30,0,4,0,0,13,107,0,0,23,0,0,10,2,8,0,16,31,28,0,90,0,0,0,0,0,120,0,60,1,103,0,128,15,0,31,0,0,0,28,0,237,180
"Acentrogobius_audax",3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,94
"Acentrogobius_caninus",0,0,26,0,7,0,0,24,0,0,0,0,0,1,0,30,0,0,0,15,0,0,0,0,0,0,0,0,24,0,0,26,0,83,0,0,61,7,0,0,0,0,0,0,0,100,0,0,0,13,0,12,0,0,6,0,0,0,27,0,186,21
"Acentrogobius_cyanomos",0,0,37,0,34,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,1,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,2,0,0,0,40,0,79,0
"Acentrogobius_janthinopterus",0,0,30,0,3,0,0,0,1,0,0,0,0,1,0,76,0,0,0,15,0,0,0,0,0,23,0,0,24,0,0,24,0,55,0,0,50,13,0,0,0,0,0,0,0,65,0,0,0,15,0,44,0,0,13,0,0,0,11,0,194,0
"Acentrogobius_moloanus",0,0,29,0,2,0,0,0,1,0,0,0,0,5,0,75,0,0,1,15,0,0,0,0,0,23,0,0,26,0,0,25,0,45,0,0,42,13,0,0,0,0,0,0,0,57,0,0,0,16,0,53,0,0,14,0,0,0,9,5,193,0
"Acentrogobius_multifasciatus",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,75,0,0,0,4,0,0,0,0,0,33,0,0,25,0,0,0,0,45,0,0,46,13,0,0,0,0,0,0,0,47,0,0,0,22,0,52,0,0,9,0,0,0,0,0,172,0
"Acentrogobius_nebulosus",2,0,28,0,2,0,0,25,2,0,0,0,0,4,0,68,0,0,0,15,0,0,0,0,0,20,0,0,26,0,0,24,19,60,0,21,45,12,0,0,0,0,0,0,0,65,0,0,0,11,0,47,0,0,8,0,0,0,36,2,191,99
"Acentrogobius_suluensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,4,0,0,0,0,0,18,0,0,6,0,0,0,0,39,0,0,31,12,0,0,0,0,0,0,0,33,0,0,0,15,0,4,0,0,7,0,0,0,0,0,166,0
"Acentrogobius_viridipunctatus",3,0,40,0,18,0,0,25,1,0,0,0,0,6,0,64,0,0,0,15,0,0,0,0,0,13,0,0,26,0,0,26,6,85,0,13,57,10,0,0,0,0,0,0,0,112,0,0,0,9,0,49,0,0,21,0,0,0,37,6,193,97
"Acentronura_breviperula",0,0,36,0,3,0,0,0,1,0,0,0,0,4,0,63,0,0,0,15,0,0,0,0,0,13,0,0,26,0,0,26,0,73,0,0,50,9,0,0,0,0,0,0,0,88,0,0,0,10,0,48,0,0,7,0,0,0,10,2,193,0
"Acentronura_tentaculata",2,0,31,0,5,0,0,25,1,0,0,0,0,5,0,72,0,0,0,15,0,0,0,0,0,22,0,0,26,0,0,24,51,63,0,44,56,13,0,0,0,0,0,0,0,84,0,0,0,15,0,57,0,0,10,0,0,0,40,3,194,100
"Acentrophryne_longidens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Achiroides_melanorhynchus",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
"Achiropsetta_tricholepis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Achirus_achirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148,0,33,0,0,28,0,0,6,0,0,0,0,0
"Achirus_declivis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146,0,25,0,0,0,0,0,0,0,0,0,0,0
"Achirus_klunzingeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Achirus_lineatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,144,0,26,0,0,21,0,7,12,0,0,0,0,0
"Achirus_mazatlanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,0,26,0,0,2,0,0,0,0,0,0
"Achirus_scutum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"Achoerodus_gouldii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Achoerodus_viridis",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acreichthys_hajam",2,0,34,0,4,0,0,20,0,0,0,0,0,1,0,58,0,0,0,14,0,0,0,0,0,7,0,0,18,0,0,22,0,54,0,0,51,9,0,0,0,0,0,0,0,72,0,0,0,6,0,16,0,0,19,0,0,0,16,1,188,57
"Acreichthys_radiatus",0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,77,0,0,1,2,0,0,0,0,0,42,0,0,26,0,0,0,0,34,0,0,37,13,0,0,0,0,0,0,0,26,0,0,0,33,0,66,0,0,12,0,0,0,0,0,165,0
"Acreichthys_tomentosus",0,0,15,0,3,0,0,24,0,0,0,0,0,0,0,45,0,0,1,15,0,0,0,0,0,25,0,0,21,0,0,23,0,54,0,0,51,13,0,0,0,0,0,0,0,53,0,0,0,18,0,37,0,0,8,0,0,0,16,0,181,9
"Acromycter_alcocki",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acromycter_atlanticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,5,0,0,0,0,0,0,0,0
"Acromycter_nezumi",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
"Acropoma_hanedai",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
"Acropoma_japonicum",3,0,20,0,2,0,0,29,6,0,0,0,0,8,0,77,0,0,5,16,0,1,0,0,0,46,0,0,17,0,0,23,16,32,0,29,52,15,0,0,0,0,0,0,0,16,0,0,0,45,0,87,0,0,32,0,0,0,36,9,197,115
"Acropoma_lecorneti",0,0,0,0,0,0,0,0,0,0,0,5,0,23,0,0,0,0,18,0,0,33,0,0,0,0,0,0,1,0,49,0,0,0,0,0,0,10,3,0,5,0,0,0,0,0,0,0,0,23,0,63,0,0,34,0,0,0,0,0,0,0
"Acyrtops_beryllinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,17,0,0,0,0,0,0,0,0,0,0,0
"Acyrtus_rubiginosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127,0,20,0,0,0,0,0,0,0,0,0,0,0
"Adelosebastes_latens",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
"Adventor_elongatus",0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,56,0,0,0,0,0,0,0,0,0,5,0,0,26,0,0,26,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,5,11,0
"Aeoliscus_punctulatus",9,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,81
"Aeoliscus_strigatus",0,0,38,0,8,0,0,25,0,0,0,0,0,3,0,77,0,0,0,15,0,0,0,0,0,14,0,0,26,0,0,24,1,56,0,4,57,13,0,0,0,0,0,0,0,83,0,0,0,24,0,43,0,0,9,0,0,0,22,1,194,88
"Aesopia_cornuta",3,0,38,0,4,0,0,25,2,0,0,4,0,11,0,74,0,0,1,16,0,5,0,0,0,38,0,0,26,0,1,27,15,83,0,21,67,13,0,0,0,4,0,0,0,110,0,0,0,23,0,73,0,0,41,0,0,0,34,11,197,111
"Aetapcus_maculatus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,20,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Aethaloperca_rogaa",7,0,63,0,3,0,0,28,10,0,0,2,0,0,0,106,0,0,0,26,0,0,0,0,0,88,0,0,25,0,0,13,68,21,0,44,94,21,0,6,0,0,0,0,0,120,0,0,0,70,0,105,0,0,30,0,0,0,15,0,236,166
"Aethotaxis_mitopteryx_mitopteryx",0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agonomalus_jordani",0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agonomalus_mozinoi",0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agonomalus_proboscidalis",0,0,0,0,0,0,0,0,0,1,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Agonopsis_asperoculis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"Agonopsis_chiloensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0
"Agonopsis_sterletus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"Agonopsis_vulsa",0,0,0,3,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agonostomus_monticola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148,0,0,0,0,16,0,0,0,0,0,0,0,0
"Agonostomus_telfairii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"Agonus_cataphractus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agrostichthys_parkeri",8,18,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,20,0,0,0,0,0,0,0,47,0,75,21,0,7,30,0,45,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"Ahlia_egmontis",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,0,31,0,0,27,0,0,14,0,0,0,0,0
"Ahliesaurus_berryi",35,0,63,0,12,34,0,83,204,0,9,16,0,26,29,156,37,116,118,69,31,33,107,0,34,198,1,37,16,0,55,33,29,24,0,67,83,44,7,253,4,29,38,0,0,13,6,164,282,239,112,226,49,40,55,61,29,53,59,17,244,290
"Ahliesaurus_brevis",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,100,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,42,0,0,0,0,0,0,0,0,0,15,0,58,0,0,22,0,43,0,0,0,0,0,0,0
"Aiakas_kreffti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"Aidablennius_sphynx",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aioliops_megastigma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,40,0,0,0,15,0,1,0,0,0,0,0,0,0,0,169,0
"Aioliops_novaeguineae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0
"Aioliops_tetrophthalmus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"Akarotaxis_nudiceps",0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alabes_bathys",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alabes_dorsalis",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,23,0,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Alabes_elongata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Alabes_gibbosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Alabes_hoesei",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,22,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Alabes_obtusirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alabes_occidentalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"Alabes_parvula",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,24,0,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"Alabes_scotti",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Albatrossia_pectoralis",0,0,0,9,0,0,0,0,0,81,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Albula_argentea",0,0,28,0,0,0,0,0,0,0,0,23,0,15,0,69,0,0,43,22,0,6,0,0,1,0,0,0,25,0,0,28,0,85,0,0,8,12,3,73,0,2,0,0,0,85,0,0,0,4,0,55,0,0,36,0,0,0,15,14,237,70
