Species name,Group (Order),Stage bin,Age (in Mya),Youngest Age,Environment (terrestrial/aquatic),Source,Body length (m),Body mass (kg),source BM,"Diet (herbivore, omnivore,carnivore, small stuff eater)",Head presence,Head surface,Head projections,Head function,Body presence,Body projections,Body surface,Body function,Tail presence,Tail projections,Tail surface,Tail function,Notes,Habitat or water depth,Geographical Distribution
Rhenonema_eifelense,Placodermi,Givetian,,,,,300,,Denison 1978,,,,,,,,,,,,,,,,
Tropidosteus_curvatus,Placodermi,Givetian,,,,,210,,Denison 1978,,,,,,,,,,,,,,,,
Grossaspis_carinata,Placodermi,Givetian,,,,,32,,Denison 1978,,,,,,,,,,,,,,,,
Microbranchius_dicki,Placodermi,Givetian,,,,,6,,Frickhinger 1991,,,,,,,,,,,,,,,,
Watsonosteus_fletti,Placodermi,Givetian-Frasnian,,,,,58,,Frickhinger 1991,,,,,,,,,,,,,,,,
Groenlandaspis_antarcticus,Placodermi,Givetian,,,,,70,,Ritchie 1975,,,,,,,,,,,,,,,,
Groenlandaspis_sp.,Placodermi,Givetian,,,,,60,,Ritchie 1975,,,,,,,,,,,,,,,,
Antarctaspis_mcmurdoensis,Placodermi,Givetian,,,,,40,,Denison 1978,,,,,,,,,,,,,,,,
New phlyctaeniid_sp.,Placodermi,Givetian,,,,,30,,Young & Long 2005,,,,,,,,,,,,,,,,
Antarctolepis_gunni,Placodermi,Givetian,,,,,45,,Denison 1978,,,,,,,,,,,,,,,,
Bothriolepis_perija,Placodermi,Givetian,,,,,24,,Young & Moody 2002,,,,,,,,,,,,,,,,
Bothriolepis_gippslandensis,Placodermi,Givetian,,,,,43,,Long 1983,,,,,,,,,,,,,,,,
Bothriolepis_cullodensis,Placodermi,Givetian,,,,,50,,Long 1983,,,,,,,,,,,,,,,,
Bothriolepis_bindareei,Placodermi,Givetian,,,,,15,,Long 1983,,,,,,,,,,,,,,,,
Bothriolepis_fergusoni,Placodermi,Givetian,,,,,30,,Long 1983,,,,,,,,,,,,,,,,
Bothriolepis_warreni,Placodermi,Givetian,,,,,11,,Long 1983,,,,,,,,,,,,,,,,
Bothriolepis_kassini,Placodermi,Givetian,,,,,22,,Moloshnikov 2010,,,,,,,,,,,,,,,,
Bothriolepis_babichevi,Placodermi,Givetian,,,,,37,,Moloshnikov 2010,,,,,,,,,,,,,,,,
Bothriolepis_askinae,Placodermi,Givetian,,,,,54,,Young 1988,,,,,,,,,,,,,,,,
Bothriolepis_antarctica,Placodermi,Givetian,,,,,7.9,,Young 1988,,,,,,,,,,,,,,,,
Bothriolepis_portalensis,Placodermi,Givetian,,,,,67,,Young 1988,,,,,,,,,,,,,,,,
Bothriolepis_alexi,Placodermi,Givetian,,,,,45,,Young 1988,,,,,,,,,,,,,,,,
Bothriolepis_karawaka,Placodermi,Givetian,,,,,45,,Young 1988,,,,,,,,,,,,,,,,
Bothriolepis_macphersoni,Placodermi,Givetian,,,,,50,,Young 1988,,,,,,,,,,,,,,,,
Bothriolepis_vuwae,Placodermi,Givetian,,,,,50,,Young 1988,,,,,,,,,,,,,,,,
Bothriolepis_barretti,Placodermi,Givetian,,,,,30,,Young 1988,,,,,,,,,,,,,,,,
Bothriolepis_curonica,Placodermi,Givetian-Frasnian,,,,,82,,Luksevics 2001,,,,,,,,,,,,,,,,
Angarichthys_hyperboreus,Placodermi,Givetian,,,,,230,,Denison 1978,,,,,,,,,,,,,,,,
Asterolepis_clarkei,Placodermi,Givetian,,,,,10,,Denison 1978,,,,,,,,,,,,,,,,
Asterolepis_thule,Placodermi,Givetian,,,,,32,,Denison 1978,,,,,,,,,,,,,,,,
Asterolepis_orcadensis,Placodermi,Givetian-Frasnian,,,,,190,,Denison 1978,,,,,,,,,,,,,,,,
Asterolepis_dellei,Placodermi,Givetian,,,,,28,,Denison 1978,,,,,,,,,,,,,,,,
Asterolepis_scabra,Placodermi,Givetian,,,,,40,,Denison 1978,,,,,,,,,,,,,,,,
Belgiosteus_mortelmansi,Placodermi,Givetian,,,,,360,,Denison 1978,,,,,,,,,,,,,,,,
Livosteus_grandis,Placodermi,Givetian,,,,,210,,Denison 1978,,,,,,,,,,,,,,,,
Protitanichthys_rockportensis,Placodermi,Givetian,,,,,110,,Denison 1978,,,,,,,,,,,,,,,,
Gerdalepis_rhenana,Placodermi,Givetian,,,,,27,,Denison 1978,,,,,,,,,,,,,,,,
Gerdalepis_dohmi,Placodermi,Givetian-Frasnian,,,,,69,,Denison 1978,,,,,,,,,,,,,,,,
Venezuelepis_antarctica,Placodermi,Givetian,,,,,14,,Young & Moody 2002,,,,,,,,,,,,,,,,
Venezuelepis_mingi,Placodermi,Givetian,,,,,15,,Young & Moody 2002,,,,,,,,,,,,,,,,
Placolepis_harjica,Placodermi,Givetian,,,,,27,,Young 2005,,,,,,,,,,,,,,,,
Placolepis_tingeyi,Placodermi,Givetian,,,,,110,,Young & Long 2005,,,,,,,,,,,,,,,,
Beyrichosteus_radiatus,Placodermi,Givetian,,,,,52,,Otto 2005,,,,,,,,,,,,,,,,
Cowralepis_mclachlani,Placodermi,Givetian,,,,,10.5,,Carr et al. 1990,,,,,,,,,,,,,,,,
Ptyctodopsis_menzeli,Placodermi,Givetian,,,,,7,,Denison 1985,,,,,,,,,,,,,,,,
Austrophyllolepis_quiltyi,Placodermi,Givetian,,,,,22,,Young & Long 2005,,,,,,,,,,,,,,,,
Austrophyllolepis_ritchiei,Placodermi,Givetian,,,,,25,,Young & Long 2005,,,,,,,,,,,,,,,,
Austrophyllolepis_youngi,Placodermi,Givetian,,,,,20,,Young & Long 2005,,,,,,,,,,,,,,,,
Boomeraspis_goujeti,Placodermi,Givetian,,,,,55,,Long 1995,,,,,,,,,,,,,,,,
Pluordosteus_livonicus,Placodermi,Givetian-Frasnian,,,,,73,,Denison 1978,,,,,,,,,,,,,,,,
Pluordosteus_panderi,Placodermi,Givetian-Frasnian,,,,,170,,Denison 1978,,,,,,,,,,,,,,,,
Grossilepis_spinosa,Placodermi,Givetian,,,,,21,,Luksevics 2001,,,,,,,,,,,,,,,,
Taenolepis_speciosa,Placodermi,Givetian,,,,,37,,Denison 1978,,,,,,,,,,,,,,,,
Cobranrahlepis_petyrwardi,Placodermi,Givetian-Frasnian,,,,,22,,Young 2005,,,,,,,,,,,,,,,,
Yurammia_browni,Placodermi,Givetian-Frasnian,,,,,16,,Young 2005,,,,,,,,,,,,,,,,
Vukhulepis_lyhoaensis,Placodermi,Givetian,,,,,10,,Janvier et al. 1997,,,,,,,,,,,,,,,,
Vietnamaspis_trii,Placodermi,Givetian,,,,,40,,Long et al. 1990,,,,,,,,,,,,,,,,
Yinosteus_major,Placodermi,Givetian,,,,,18,,Wang & Wang 1984,,,,,,,,,,,,,,,,
Panxiosteus_oculus,Placodermi,Givetian-Frasnian,,,,,38,,Wang 1979,,,,,,,,,,,,,,,,
