Species name,Group (Order),Stage bin,Age (in Mya),Youngest Age,Environment (terrestrial/aquatic),Source,Body length (m),Body mass (kg),source BM,"Diet (herbivore, omnivore,carnivore, small stuff eater)",Head presence,Head surface,Head projections,Head function,Body presence,Body projections,Body surface,Body function,Tail presence,Tail projections,Tail surface,Tail function,Notes,Habitat or water depth,Geographical Distribution
Zychaspis_granulata,Agnatha,Pragian,,,,,18,,Voichyshyn 2011,,,,,,,,,,,,,,,,
Doryaspis_nathorsi,Agnatha,Pragian,,,,,21,,Pernegre 2004,,1,1,1,NA,1,0,0,NA,1,0,0,NA,body illustration from blieck and Janvier 1999,,
Doryaspis_arctica,Agnatha,Pragian,,,,,17,,Pernegre 2004,,1,1,1,NA,1,0,0,NA,1,0,0,NA,,,
Zascinaspis_laticephala,Agnatha,Pragian,,,,,38,,Blieck & Goujet 1983,,,,,,,,,,,,,,,,
Spitbergaspis_prima,Agnatha,Pragian,,,,,14,,Pernegre 2004,,,,,,,,,,,,,,,,
Gigantaspis_laticephala,Agnatha,Pragian,,,,,28,,Pernegre 2004,,,,,,,,,,,,,,,,
Gigantaspis_isachuen,Agnatha,Pragian,,,,,55,,Pernegre 2004,,1,1,1,NA,1,0,0,NA,1,0,0,NA,,,
Gigantaspis_bocki,Agnatha,Pragian,,,,,19,,Pernegre 2004,,1,1,1,NA,1,0,0,NA,1,0,0,NA,,,
Drepanaspis_gemuendenensis,Agnatha,Pragian-Emsian,,,,,60,,Obruchev 1967,,,,,,,,,,,,,,,,
Acrotomaspis_instabilis,Agnatha,Pragian,,,,,5.4,,Obruchev 1967,,,,,,,,,,,,,,,,
Lungmenshanaspis_yunnanaspis,Agnatha,Pragian,,,,,9,,Wang et al. 1996,,1,1,1,NA,0,NA,NA,NA,0,NA,NA,NA,,,
Sanqiaspis_zhaotongensis,Agnatha,Pragian,,,,,11,,Zhao & Zhu 2010,,,,,,,,,,,,,,,,
Sanqiaspis_rostrata,Agnatha,Pragian,,,,,11,,Zhao & Zhu 2010,,,,,,,,,,,,,,,,
Qingmenaspis_microculus,Agnatha,Pragian,,,,,5,,Liu 1993,,,,,,,,,,,,,,,,
Gantarostrataspis_gengi,Agnatha,Pragian,,,,,20,,Wang 1992,,,,,,,,,,,,,,,,
Gumuaspis_rostrata,Agnatha,Pragian,,,,,15,,Wang 1992,,,,,,,,,,,,,,,,
Macrothyraspis_longicornis,Agnatha,Pragian,,,,,10,,Zhao et al. 2002,,,,,,,,,,,,,,,,
Hunanaspis_wudinensis,Agnatha,Pragian,,,,,23,,Liu 1975,,1,1,1,NA,1,0,0,NA,1,0,0,NA,,,
Wenshanaspis_zhichangensis,Agnatha,Pragian,,,,,9,,Zhao et al. 2002,,,,,,,,,,,,,,,,
Zhaotongaspis_janvieri,Agnatha,Pragian,,,,,20,,Wang & Zhu 1994,,,,,,,,,,,,,,,,
Pterogonaspis_yuhaii,Agnatha,Pragian,,,,,21,,Zhu 1992,,,,,,,,,,,,,,,,
Dongfangaspis_major,Agnatha,Pragian,,,,,80,,Liu 1975,,,,,,,,,,,,,,,,
Lungmenshanaspis_kiangyouensis,Agnatha,Pragian,,,,,41,,Wang et al. 1996,,,,,,,,,,,,,,,,
Eugaleaspis_xujiachongensis,Agnatha,Pragian,,,,,14,,Zhao & Zhu 2010,,1,1,0,NA,0,NA,NA,NA,0,NA,NA,NA,head illustration from blieck and Janvier 1999,,
Zascinaspis_carmani,Agnatha,Pragian,,,,,33,,Blieck & Goujet 1983,,,,,,,,,,,,,,,,
Allocryptaspis_laticostatus,Agnatha,Pragian,,,,,25,,Denison 1960,,1,1,0,NA,1,0,1,NA,0,NA,NA,NA,,,
Cosmaspis_transversa,Agnatha,Pragian,,,,,38,,Denison 1970,,,,,,,,,,,,,,,,
Lampraspis_tuberculata,Agnatha,Pragian,,,,,32,,Denison 1970,,,,,,,,,,,,,,,,
Protaspis_brevispina,Agnatha,Pragian,,,,,48,,Denison 1970,,,,,,,,,,,,,,,,
Protaspis_mcgrewi,Agnatha,Pragian,,,,,37,,Denison 1970,,,,,,,,,,,,,,,,
Cardipeltis_richardsoni,Agnatha,Pragian,,,,,36,,Denison 1966,,,,,,,,,,,,,,,,
Cardipeltis_bryanti,Agnatha,Pragian,,,,,37,,Denison 1966,,,,,,,,,,,,,,,,
Amphiaspis_argos,Agnatha,Pragian,,,,,49,,Obruchev 1967,,,,,,,,,,,,,,,,
Hibernaspis_macrolepis,Agnatha,Pragian-Emsian,,,,,41,,Obruchev 1967,,,,,,,,,,,,,,,,
Eglonaspis_rostrata,Agnatha,Pragian-Emsian,,,,,38,,Obruchev 1967,,,,,,,,,,,,,,,,
Olbiaspis_coalescens,Agnatha,Pragian-Emsian,,,,,29,,Obruchev 1967,,,,,,,,,,,,,,,,
Siberiaspis_plana,Agnatha,Pragian-Emsian,,,,,26,,Obruchev 1967,,,,,,,,,,,,,,,,
Angaraspis_urvantzevi,Agnatha,Pragian-Emsian,,,,,23,,Obruchev 1967,,,,,,,,,,,,,,,,
Gustavaspis_trinodis,Agnatha,Emsian-Eifelian,,,,,7,,Obruchev 1967,,1,1,0,NA,0,NA,NA,NA,0,NA,NA,NA,head illustration from blieck and Janvier 1999,,
Poraspis_thomasi,Agnatha,Emsian,,,,,6.2,,Elliott and Petriello 2011,,,,,,,,,,,,,,,,
Duyunaspis_paoyangensis,Agnatha,Emsian,,,,,20,,Zhao & Zhu 2010,,,,,,,,,,,,,,,,
Panamintaspis_snowi,Agnatha,Emsian,,,,,52,,Elliott & Ilyes 1996,,,,,,,,,,,,,,,,
Blieckaspis_priscillae,Agnatha,Emsian,,,,,46,,Elliott & Ilyes 1996,,,,,,,,,,,,,,,,
Indet. Pteraspidid_A,Agnatha,Emsian,,,,,9.7,,Elliott & Ilyes 1996,,,,,,,,,,,,,,,,
Indet. Pteraspidid_B,Agnatha,Emsian,,,,,15,,Elliott & Ilyes 1996,,,,,,,,,,,,,,,,
Yvonaspis_campbelltonensis,Agnatha,Emsian-Eifelian,,,,,44,,Belles-Isles 1988,,,,,,,,,,,,,,,,
Yvonaspis_westolli,Agnatha,Emsian-Eifelian,,,,,35,,Belles-Isles 1988,,,,,,,,,,,,,,,,
Parameteoraspis_moythomasi,Agnatha,Emsian-Eifelian,,,,,27,,Belles-Isles 1988,,,,,,,,,,,,,,,,
Pleurgaspis_macrorhyncha,Agnatha,Emsian,,,,,23,,Obruchev 1967,,,,,,,,,,,,,,,,
Nectaspis_areolata,Agnatha,Emsian,,,,,12,,Obruchev 1967,,,,,,,,,,,,,,,,
Lechriaspis_patula,Agnatha,Emsian,,,,,12,,Elliott and Petriello 2011,,,,,,,,,,,,,,,,
Cardipeltis_wallaci,Agnatha,Emsian,,,,,43,,Denison 1966,,,,,,,,,,,,,,,,
Protaspis_dorfi,Agnatha,Emsian,,,,,41,,Bryant 1933,,,,,,,,,,,,,,,,
Protaspis_bucheri,Agnatha,Emsian,,,,,24,,Denison 1953,,,,,,,,,,,,,,,,
Cephalaspis_wyomingensis,Agnatha,Emsian,,,,,30,,Bryant 1933,,1,1,1,NA,0,NA,NA,NA,0,NA,NA,NA,,,
Cephalaspis_utahensis,Agnatha,Emsian,,,,,15,,Elliott et al. 1999,,1,1,1,NA,0,NA,NA,NA,0,NA,NA,NA,,,
Cephalaspis_brevirostris,Agnatha,Emsian,,,,,20,,Denison 1952,,1,1,1,NA,0,NA,NA,NA,0,NA,NA,NA,,,
Allocryptaspis_utahensis,Agnatha,Emsian,,,,,30,,Denison 1953a,,,,,,,,,,,,,,,,
Allocryptaspis_ellipticus,Agnatha,Emsian,,,,,25,,Denison 1953a,,,,,,,,,,,,,,,,
Clydonaspis_fabrensis,Agnatha,Emsian,,,,,25,,Elliott 1994,,,,,,,,,,,,,,,,
Oreaspis_dunklei,Agnatha,Emsian,,,,,19,,Denison 1970,,,,,,,,,,,,,,,,
Oreaspis_williamsi,Agnatha,Emsian,,,,,33,,Denison 1970,,,,,,,,,,,,,,,,
Tuberculaspis_elyensis,Agnatha,Emsian,,,,,11,,Ilyes and Elliott 1994,,,,,,,,,,,,,,,,
Pirumaspis_lancasteri,Agnatha,Emsian,,,,,28,,Ilyes and Elliott 1994,,,,,,,,,,,,,,,,
Lamiaspis_longiripa,Agnatha,Emsian,,,,,24,,Ilyes and Elliott 1994,,,,,,,,,,,,,,,,
Ilemoraspis_kirkinskayae,Agnatha,Emsian-Givetian,,,,,20,,Sansom et al. 2008,,,,,,,,,,,,,,,,
Tartuosteus_sp.,Agnatha,Eifelian-Givetian,,,,,200,,Elliott et al. 2004,,,,,,,,,,,,,,,,
Pycnosteus_sp.,Agnatha,Eifelian-Givetian,,,,,200,,Elliott et al. 2004,,,,,,,,,,,,,,,,
Balticaspis_latvica,Agnatha,Eifelian,,,,,5,,Otto & Laurin 2001,,,,,,,,,,,,,,,,
Psammosteus_praecursor,Agnatha,Eifelian-Frasnian,,,,,84,,Elliott & Mark-Kurik 2005,,,,,,,,,,,,,,,,
Psammosteus_livonicus,Agnatha,Eifelian-Givetian,,,,,74,,Elliott & Mark-Kurik 2005,,,,,,,,,,,,,,,,
Psammolepis_venyukovi,Agnatha,Eifelian-Givetian,,,,,79,,Lebedev et al. 2009,,,,,,,,,,,,,,,,
